BM_IgA_1	BM_IgA_2	BM_IgA_3	BM_IgA_4	BM_IgG_1	BM_IgG_2	BM_IgG_3	BM_IgG_4	BM_IgM_1	BM_IgM_3	BM_IgM_4
Gm13538	0	0	0	0	0	0	0	0	0	0	0
Gm13539	1	0	0	0	0	0	0	0	1	0	1
Gm13541	0	0	0	0	0	0	0	0	0	0	0
Gm13542	1	0	0	0	2	1	0	0	0	0	0
Gm13543	3	9	5	8	7	5	3	6	8	8	9
Gm13544	0	0	2	0	0	0	0	2	2	1	1
Gm13545	0	0	0	0	0	0	0	0	0	0	0
Gm13546	0	3	4	1	3	4	5	2	14	13	8
Gm13547	0	3	0	2	0	1	0	0	0	0	1
Gm13548	0	13	4	1	0	0	0	0	0	3	0
Gm13549	0	0	0	0	0	1	0	0	0	0	0
Gm13550	0	0	0	0	0	0	0	0	0	0	0
Gm13551	0	0	1	0	0	0	0	0	1	0	0
Gm13552	5	3	6	9	11	3	1	7	5	3	7
Gm13553	1	0	1	2	0	0	0	0	0	0	0
Gm13554	279	197	302	211	120	75	89	76	139	166	190
Gm13555	0	0	0	0	0	0	0	0	0	0	0
Gm13556	6	14	16	1	5	3	6	17	17	26	13
Gm13557	0	0	0	0	0	0	0	0	0	0	0
Gm13558	1	0	0	0	0	0	2	0	0	0	0
Gm13559	0	0	1	0	0	2	0	0	1	0	0
Gm13560	1	0	0	0	0	0	0	0	0	1	0
Gm13561	0	4	176	0	0	0	1	0	6	3	3
Gm13562	12	21	19	17	12	8	14	16	25	30	10
Gm13563	11	8	19	14	12	1	17	10	10	12	8
Gm13564	1	0	2	0	1	0	0	1	3	3	1
Gm13565	2	1	3	1	0	0	2	2	6	4	2
Gm13566	0	0	0	1	1	1	0	0	0	3	1
Gm13567	0	0	0	0	0	0	0	0	0	0	0
Gm13568	33	38	54	26	22	23	25	12	45	14	39
Gm13569	0	0	0	0	0	0	0	0	0	0	0
Gm13570	0	1	0	0	0	0	1	0	0	0	0
Gm13571	6	3	4	4	3	1	1	3	7	1	2
Gm13572	6	1	7	3	5	9	6	4	18	10	0
Gm13574	0	0	0	0	0	0	0	2	1	0	0
Gm13575	2	2	0	2	2	2	1	1	0	1	0
Gm13576	0	0	1	0	0	0	0	0	0	0	0
Gm13577	1	0	0	0	0	0	0	0	0	0	0
Gm13578	0	3	1	0	0	0	1	1	0	0	0
Gm13579	0	1	0	0	0	0	0	0	0	0	0
Gm13580	0	0	0	0	0	0	0	0	1	0	0
Gm13581	0	0	0	0	0	0	0	0	0	0	0
Gm13582	1	0	0	0	1	2	0	0	0	0	0
Gm13583	1	0	0	0	0	0	0	1	0	0	0
Gm13584	1	0	0	0	0	0	0	0	0	0	1
Gm13586	2	5	3	6	2	1	1	1	4	6	1
Gm13588	0	0	0	0	0	0	0	0	0	0	0
Gm13589	1	4	1	0	1	1	1	0	0	0	0
Gm13590	3	19	0	4	0	2	0	4	5	1	3
Gm13592	0	0	0	0	0	1	3	4	0	0	1
Gm13593	0	0	0	0	0	0	0	0	0	2	0
Gm13594	3	5	1	0	3	0	3	3	1	8	4
Gm13595	0	0	0	0	0	0	0	0	0	0	0
Gm13596	0	0	0	0	0	0	0	0	0	0	0
Gm13597	0	4	0	0	0	0	0	5	0	1	0
Gm13598	0	0	0	0	0	0	0	0	0	0	0
Gm13599	0	0	26	0	0	0	0	0	0	0	0
Gm136	0	2	0	0	0	0	0	0	0	0	1
Gm13600	1	0	0	0	0	0	0	0	0	1	1
Gm13601	0	0	0	0	0	0	0	0	0	0	0
Gm13602	0	0	1	0	0	1	0	1	0	0	0
Gm13603	0	0	0	0	0	1	0	0	0	0	0
Gm13604	0	0	0	0	0	0	0	0	0	0	0
Gm13605	0	2	0	1	1	1	0	1	0	0	0
Gm13607	0	1	0	1	1	0	1	0	1	0	3
Gm13608	1	0	0	0	1	0	0	1	0	0	1
Gm13609	0	0	0	0	0	0	1	0	0	1	3
Gm13610	0	8	12	8	7	13	19	15	14	13	12
Gm13611	0	2	5	0	0	0	0	4	0	0	2
Gm13612	2	4	6	2	0	3	1	1	1	0	1
Gm13613	0	1	1	0	0	0	0	0	0	0	0
Gm13614	0	0	0	0	0	0	0	0	0	1	0
Gm13615	1	1	0	0	0	1	1	0	1	0	0
Gm13616	0	0	0	0	0	0	0	0	0	0	0
Gm13617	0	0	0	0	0	0	0	0	0	0	0
Gm13618	0	0	0	0	0	0	0	0	0	0	0
Gm13619	1	1	0	0	0	0	1	0	0	0	0
Gm13620	1	6	0	2	3	2	0	1	4	1	1
Gm13622	4	1	2	2	0	0	1	1	6	0	1
Gm13623	4	1	0	0	0	1	0	0	2	0	1
Gm13624	0	0	0	0	0	0	1	0	0	0	0
Gm13625	0	8	13	10	5	6	14	15	16	24	10
Gm13626	1	0	0	0	0	1	0	0	2	1	0
Gm13627	0	0	0	0	0	1	0	0	0	0	0
Gm13629	0	1	0	0	0	0	0	0	0	0	0
Gm13630	0	1	2	0	0	0	1	0	1	0	0
Gm13631	0	0	0	0	0	0	1	0	0	0	0
Gm13632	0	1	0	0	0	0	0	0	0	0	0
Gm13633	0	0	0	1	0	0	0	0	0	0	0
Gm13640	0	0	1	0	0	0	0	0	0	0	0
Gm13641	4	1	0	1	0	7	0	0	1	0	0
Gm13642	0	0	0	0	0	1	0	0	0	0	0
Gm13645	0	0	0	0	1	0	0	0	0	0	0
Gm13647	0	0	1	0	0	0	0	0	0	0	0
Gm13648	0	0	0	0	0	0	2	0	0	0	0
Gm13649	0	0	0	0	1	1	0	0	0	0	1
Gm13650	0	0	0	0	0	0	0	0	0	0	0
Gm13651	0	3	1	4	1	3	1	0	1	4	4
Gm13652	0	0	0	2	0	1	0	0	0	0	0
Gm13653	0	0	0	0	0	0	0	0	0	0	1
Gm13655	0	0	0	0	0	0	1	1	0	0	0
Gm13656	2	2	1	0	0	1	0	1	1	1	1
Gm13657	11	26	29	28	6	5	5	8	16	23	20
Gm13658	2	0	1	0	0	0	0	0	0	0	0
Gm13660	0	0	0	0	0	0	0	0	0	0	0
Gm13661	0	0	0	0	0	0	0	0	0	1	0
Gm13662	0	0	0	2	0	0	0	0	1	0	0
Gm13663	0	0	0	0	0	0	1	0	0	0	1
Gm13664	0	0	0	0	0	0	0	0	0	0	0
Gm13665	2	2	2	1	1	3	3	0	1	3	0
Gm13666	0	1	0	0	0	0	4	2	1	1	0
Gm13667	0	0	0	0	0	0	0	0	0	0	0
Gm13668	2	1	0	1	1	2	1	2	1	5	2
Gm13669	0	0	0	0	0	1	0	0	0	0	0
Gm13670	1	0	0	0	0	0	0	0	0	0	0
Gm13672	0	0	0	0	0	0	0	0	0	0	0
Gm13673	2	0	0	0	1	0	0	1	1	5	0
Gm13674	482	538	475	212	250	199	37	117	14	18	34
Gm13675	6	0	3	1	1	1	3	5	4	0	6
Gm13676	0	0	1	1	0	0	0	1	0	0	0
Gm13677	0	0	0	0	0	0	2	0	0	0	0
Gm13678	0	0	0	0	0	0	0	0	0	0	0
Gm13679	0	0	0	0	1	0	0	0	0	0	0
Gm13680	0	5	0	2	2	4	4	4	6	7	0
Gm13681	0	0	0	0	0	0	0	0	0	0	0
Gm13682	1	0	0	0	0	0	0	0	0	0	0
Gm13683	0	1	0	0	0	0	0	0	0	0	0
Gm13684	3	3	5	6	2	3	7	3	13	4	8
Gm13685	0	0	0	0	0	0	0	0	0	0	0
Gm13686	0	0	0	0	0	0	0	0	0	0	0
Gm13687	0	0	0	0	0	0	0	0	0	0	0
Gm13688	0	0	0	0	0	1	0	0	0	0	0
Gm13689	0	0	0	0	0	0	3	1	1	0	1
Gm13690	0	0	0	0	0	0	0	0	7	0	0
Gm13691	0	0	0	0	3	0	0	2	0	0	3
Gm13692	0	1	8	0	0	0	0	0	0	0	0
Gm13693	0	0	0	0	0	4	0	0	0	0	0
Gm13694	2	4	0	0	0	0	0	0	0	0	0
Gm13695	0	0	0	0	0	0	0	0	0	0	0
Gm13696	0	0	0	2	0	0	0	0	0	0	0
Gm13697	0	0	0	0	0	0	2	0	5	1	0
Gm13698	0	0	0	0	0	0	0	0	0	0	0
Gm13700	0	0	0	0	0	1	0	1	0	0	1
Gm13702	0	0	0	0	0	0	0	0	1	0	0
Gm13703	0	1	0	1	0	1	0	0	5	3	3
Gm13707	0	0	0	0	0	0	0	1	3	0	4
Gm13708	4	1	1	0	0	0	2	2	0	2	2
Gm13709	0	1	0	1	0	2	1	10	9	12	13
Gm13710	2	0	0	2	0	2	0	2	1	2	0
Gm13711	0	0	1	0	0	0	0	0	0	0	0
Gm13712	4	1	1	3	0	2	1	5	6	4	7
Gm13714	0	0	0	0	0	0	0	0	0	0	0
Gm13715	0	0	0	0	0	0	0	0	0	0	0
Gm13716	3	0	2	1	0	0	1	1	2	2	0
Gm13717	0	0	0	0	0	1	0	0	0	0	0
Gm13719	2	0	0	0	1	0	0	0	2	2	1
Gm13720	0	0	0	0	0	0	0	0	0	0	0
Gm13722	1	0	1	2	0	1	0	1	1	6	1
Gm13724	0	0	0	0	0	0	0	0	0	0	0
Gm13725	0	1	0	0	0	0	0	0	0	1	0
Gm13726	0	0	0	0	0	0	0	0	1	0	0
Gm13727	0	0	0	0	0	0	0	0	2	3	9
Gm13728	0	0	0	0	1	0	0	0	0	0	0
Gm13729	0	0	0	0	0	0	0	0	0	0	0
Gm13730	1	0	0	0	3	2	5	0	0	0	0
Gm13731	0	0	1	1	0	0	0	0	0	1	0
Gm13732	0	0	0	0	0	0	0	0	0	0	0
Gm13733	0	0	0	0	0	0	0	0	1	0	0
Gm13735	1	1	0	0	0	1	0	0	0	0	0
Gm13736	135	125	169	199	131	113	230	169	124	242	182
Gm13737	0	0	0	0	0	0	0	0	0	0	0
Gm13738	0	0	0	0	0	0	0	0	0	0	0
Gm13739	0	0	0	0	0	1	1	0	0	0	0
Gm13740	0	0	0	0	0	0	0	0	0	0	0
Gm13742	0	0	0	0	1	0	0	0	0	0	0
Gm13743	1	0	2	2	3	0	2	2	0	0	3
Gm13744	0	0	0	0	0	0	0	1	0	0	0
Gm13745	0	0	0	0	0	0	0	0	0	0	0
Gm13746	0	0	0	0	0	0	0	1	0	0	0
Gm13748	1	0	2	0	1	4	1	1	0	1	0
Gm13749	1	0	0	0	0	0	0	0	0	0	0
Gm13750	0	0	2	0	0	1	1	0	0	0	1
Gm13751	0	1	0	0	0	0	0	0	1	0	0
Gm13752	0	0	0	0	0	0	0	0	0	0	0
Gm13754	1	0	0	0	0	0	0	0	0	0	0
Gm13755	0	0	0	0	0	0	0	0	0	0	0
Gm13756	0	0	0	0	0	0	0	0	0	0	0
Gm13758	0	0	0	0	0	0	0	0	0	0	0
Gm13761	0	0	0	1	0	0	1	1	0	0	1
Gm13767	0	0	0	0	0	0	0	0	0	0	0
Gm13768	0	0	0	0	0	0	0	0	0	0	0
Gm13770	0	0	0	0	0	0	0	1	1	0	1
Gm13771	1	2	3	1	1	0	3	2	1	5	0
Gm13772	0	0	0	0	0	0	0	0	0	0	0
Gm13773	0	0	0	0	0	0	0	0	0	0	0
Gm13775	0	0	1	1	0	0	0	0	0	0	0
Gm13776	0	0	1	0	0	1	2	1	0	1	0
Gm13777	0	1	2	3	1	0	1	1	1	2	5
Gm13778	8	2	6	5	6	3	0	3	6	1	2
Gm13780	9	0	0	0	0	0	0	0	1	0	0
Gm13781	0	0	0	0	1	0	0	0	0	0	0
Gm13782	0	0	0	0	0	0	0	0	0	0	0
Gm13783	0	0	0	0	0	1	0	0	0	0	0
Gm13784	0	0	0	0	0	0	0	0	0	0	0
Gm13785	1	1	1	3	0	0	0	2	4	0	0
Gm13786	0	0	0	0	0	1	2	0	0	0	1
Gm13787	0	0	1	0	0	0	0	0	0	0	0
Gm13788	0	0	0	0	0	0	1	0	0	0	0
Gm13790	0	0	0	0	0	0	0	0	0	0	0
Gm13791	1	0	0	0	0	0	0	0	0	0	0
Gm13792	1	0	0	0	0	1	0	0	0	0	0
Gm13793	0	0	0	0	0	0	0	0	0	1	0
Gm13794	0	0	0	0	0	0	0	1	0	0	0
Gm13797	0	0	0	0	0	0	0	0	0	0	0
Gm13798	0	0	0	0	0	0	0	0	0	0	0
Gm13799	1	0	0	0	0	1	0	1	0	0	0
Gm13801	0	0	0	0	0	0	0	0	0	0	0
Gm13802	0	0	0	0	0	0	0	0	0	0	0
Gm13803	20	15	11	6	6	6	17	9	16	14	9
Gm13804	0	0	0	0	0	0	0	0	0	0	0
Gm13806	0	0	0	0	0	0	0	0	0	0	0
Gm13807	1	0	1	2	0	0	0	0	5	9	0
Gm13808	0	0	0	0	0	0	0	0	0	0	0
Gm13809	0	0	0	0	0	0	0	0	0	0	0
Gm13810	0	0	0	0	0	0	0	0	1	0	0
Gm13811	0	0	0	0	0	0	0	0	0	0	0
Gm13812	0	0	0	0	0	0	0	0	0	0	3
Gm13813	0	0	0	0	0	0	0	0	0	0	0
Gm13814	0	5	0	0	0	0	0	2	0	1	0
Gm13815	0	0	0	0	0	0	1	0	1	1	1
Gm13816	0	0	0	0	2	1	0	0	2	0	3
Gm13817	0	0	0	0	0	0	0	0	0	1	0
Gm13818	0	0	0	0	0	0	1	0	0	0	0
Gm13821	9	5	0	2	2	0	0	7	3	3	8
Gm13822	1	1	2	0	0	1	0	1	0	2	1
Gm13823	0	0	0	0	0	0	0	0	0	0	0
Gm13827	0	1	1	0	0	1	1	0	0	1	0
Gm13828	0	0	1	0	0	0	0	1	0	0	0
Gm13829	0	0	1	1	0	0	1	1	0	0	1
Gm13830	9	6	8	6	3	8	3	2	16	41	10
Gm13831	3	4	3	1	0	0	1	5	5	4	4
Gm13832	0	0	0	0	0	1	0	0	0	0	0
Gm13833	0	0	0	0	0	0	0	0	1	0	0
Gm13835	80	88	89	78	98	79	99	104	104	89	110
Gm13836	1	1	0	0	2	0	0	1	3	0	1
Gm13837	0	0	0	0	0	0	0	0	0	0	0
Gm13838	0	0	0	0	0	0	0	0	0	0	0
Gm13839	0	0	0	0	2	0	0	0	0	0	0
Gm13840	2	0	4	2	2	3	0	3	1	0	2
Gm13841	0	0	0	0	2	0	8	0	2	0	0
Gm13842	0	2	0	0	0	0	0	0	0	0	1
Gm13844	0	1	0	0	0	0	1	0	0	0	0
Gm13848	0	0	1	1	1	2	0	0	0	0	0
Gm13849	0	0	0	0	1	0	0	0	0	0	0
Gm13850	0	0	0	0	1	0	0	0	0	0	0
Gm13852	0	0	0	0	0	0	0	0	0	0	0
Gm13853	3	3	2	3	3	0	2	0	5	1	1
Gm13854	1	0	1	0	0	0	0	0	0	1	0
Gm13855	0	0	0	0	0	1	0	0	0	0	0
Gm13856	3	1	3	5	1	2	2	4	8	1	3
Gm13857	1	0	0	0	0	1	0	4	1	0	0
Gm13858	0	0	1	2	0	0	0	1	1	0	1
Gm13859	1	1	3	1	0	2	0	0	0	0	2
Gm13860	0	0	0	0	0	0	0	0	0	0	0
Gm13861	0	0	0	0	0	0	0	0	0	0	0
Gm13862	0	0	0	0	0	0	0	0	0	0	0
Gm13863	0	0	0	0	0	0	1	0	0	0	1
Gm13864	1	3	0	0	0	0	1	0	0	0	0
Gm13865	0	0	0	0	0	0	0	0	0	0	0
Gm13866	13	25	28	18	27	30	9	6	25	22	11
Gm13867	0	0	0	0	0	0	0	1	0	0	0
Gm13868	4	2	5	2	3	1	4	2	6	6	2
Gm13869	0	0	0	0	0	0	0	0	0	0	0
Gm13870	0	0	0	1	0	1	0	0	0	1	0
Gm13871	0	0	0	0	0	0	0	0	0	2	0
Gm13872	2	0	0	0	0	0	1	0	0	0	0
Gm13873	0	0	0	0	0	0	0	0	0	0	0
Gm13874	0	0	0	0	1	0	0	0	0	0	0
Gm13875	0	1	0	0	1	0	0	0	0	0	0
Gm13876	0	0	2	0	0	0	0	0	0	0	0
Gm13877	0	0	0	0	0	0	0	0	0	0	0
Gm13878	0	0	0	1	0	0	0	0	0	0	0
Gm13879	0	0	0	0	0	0	0	0	0	0	0
Gm13880	2	0	1	3	5	2	5	3	5	1	2
Gm13881	2	1	0	0	0	0	0	1	2	3	1
Gm13882	1	0	2	1	2	1	1	7	0	7	9
Gm13883	0	0	0	0	1	0	0	0	0	0	0
Gm13884	0	0	0	0	0	0	0	0	3	1	0
Gm13885	0	0	0	0	0	0	0	1	0	0	0
Gm13886	1	4	3	2	3	0	2	0	1	0	1
Gm13887	0	0	0	1	0	0	0	0	1	0	0
Gm13888	0	0	0	0	0	0	0	0	0	0	1
Gm13889	4	1	4	0	1	4	2	2	2	2	8
Gm13890	0	0	0	0	1	0	0	0	0	0	0
Gm13898	0	0	1	0	1	0	1	0	0	0	0
Gm13899	0	1	2	1	0	0	0	0	0	0	0
Gm13900	0	0	0	1	0	0	0	0	0	0	0
Gm13901	0	0	0	0	0	0	0	0	0	0	0
Gm13902	0	0	1	0	0	0	1	4	0	0	1
Gm13903	0	0	0	0	0	0	0	0	0	0	0
Gm13904	0	4	0	0	0	1	1	2	0	2	2
Gm13905	0	0	0	0	0	0	0	0	0	0	0
Gm13912	1	1	1	1	0	0	0	0	0	0	1
Gm13913	0	0	0	0	0	0	0	0	0	0	0
Gm13914	0	0	0	0	0	0	1	0	0	0	0
Gm13915	0	0	0	0	1	0	0	3	0	1	0
Gm13916	1	0	0	0	0	0	0	0	0	0	0
Gm13919	0	0	3	0	0	5	2	0	8	1	2
Gm13920	0	0	0	0	0	0	0	0	0	3	0
Gm13921	2	0	0	0	0	0	0	0	0	0	0
Gm13922	0	0	0	0	0	0	0	0	0	0	0
Gm13923	1	0	0	0	0	1	0	0	0	1	0
Gm13924	0	0	0	0	0	0	0	0	0	0	0
Gm13925	0	0	0	0	0	0	0	0	0	0	1
Gm13928	0	0	1	0	0	1	0	0	0	0	1
Gm13929	0	0	0	0	0	0	0	0	0	0	0
Gm13930	0	0	0	0	0	1	0	0	0	0	0
Gm13932	0	0	0	1	0	0	1	0	2	0	0
Gm13935	2	0	0	0	0	0	0	1	0	1	3
Gm13936	0	0	0	0	0	1	0	0	0	0	0
Gm13937	1	0	0	1	0	0	0	0	0	0	0
Gm13938	1	0	0	0	0	0	0	0	0	0	0
Gm13940	2	3	2	1	7	1	1	3	2	10	0
Gm13941	0	1	1	1	0	0	1	0	0	0	1
Gm13942	0	0	0	0	0	0	0	0	0	0	0
Gm13943	0	0	0	1	0	0	0	1	0	0	0
Gm13944	0	0	0	0	0	0	0	0	0	0	0
Gm13954	0	0	0	1	0	0	0	0	0	0	0
Gm13961	0	2	5	3	6	2	1	7	2	3	0
Gm13962	0	0	0	0	0	0	0	0	0	0	0
Gm13963	0	1	0	0	0	0	0	0	0	0	0
Gm13964	0	0	0	0	0	0	0	0	0	0	0
Gm13966	2	0	6	1	0	2	2	0	0	1	0
Gm13967	0	0	0	0	0	0	0	0	0	0	0
Gm13972	0	2	0	1	0	1	0	1	1	1	0
Gm13973	0	0	0	0	0	0	0	0	0	0	0
Gm13974	0	1	2	0	0	0	0	1	2	0	0
Gm13975	0	0	0	0	0	0	0	0	0	0	0
Gm13976	2	0	0	2	0	0	1	0	0	0	0
Gm13977	0	0	2	0	1	0	0	0	2	1	0
Gm13981	0	0	2	1	0	0	0	2	0	0	0
Gm13982	2	6	0	0	1	1	0	0	2	6	0
Gm13983	0	0	0	0	0	0	1	0	0	0	0
Gm13985	0	0	0	0	0	0	0	0	0	0	0
Gm13986	2	3	0	1	0	0	0	3	1	3	0
Gm13988	0	0	0	0	0	0	0	0	0	0	0
Gm13990	1	1	0	0	0	0	0	0	0	1	0
Gm13991	0	0	1	1	3	4	2	1	1	0	2
Gm13992	0	0	0	2	0	0	0	0	0	0	0
Gm13994	0	0	0	6	0	0	0	10	5	4	9
Gm13996	0	0	0	0	0	1	0	0	0	0	0
Gm13997	1	0	0	0	0	0	0	0	0	0	0
Gm13998	0	0	0	0	0	0	0	0	0	0	0
Gm13999	0	0	3	3	2	1	2	0	2	3	0
Gm14000	3	6	2	4	5	3	0	3	7	7	3
Gm14001	0	0	0	0	0	0	0	0	0	0	0
Gm14002	0	1	1	0	0	0	0	2	4	0	0
Gm14003	0	0	0	0	0	0	0	0	0	0	0
Gm14004	0	0	3	1	0	0	0	0	2	0	0
Gm14006	1	0	1	0	0	0	1	1	0	1	0
Gm14007	0	0	0	0	0	0	0	0	0	1	0
Gm14008	0	0	0	0	0	0	0	0	0	1	0
Gm14009	1	2	1	0	1	0	0	0	0	0	1
Gm1401	0	0	0	0	0	0	0	0	0	0	0
Gm14010	0	0	2	1	1	3	1	3	3	2	1
Gm14011	0	0	0	0	0	0	0	0	0	0	0
Gm14013	0	2	1	0	0	0	0	2	0	0	1
Gm14014	2	0	2	0	0	2	1	1	0	0	0
Gm14015	2	0	1	0	1	0	1	0	0	1	0
Gm14016	2	0	0	0	1	2	1	2	3	7	2
Gm14017	1	1	1	1	1	4	10	4	1	4	3
Gm14018	0	0	1	1	0	0	1	0	4	0	1
Gm14019	1	1	0	0	0	1	0	0	0	1	1
Gm14020	0	0	0	0	0	0	1	0	0	1	0
Gm14021	0	1	0	0	0	0	1	0	0	0	0
Gm14022	0	3	3	4	3	2	2	3	3	1	3
Gm14023	8	2	10	0	1	0	4	1	10	5	7
Gm14024	0	0	0	0	0	0	0	0	0	0	0
Gm14026	5	6	5	5	8	1	5	3	7	7	10
Gm14027	2	0	2	0	2	2	1	0	4	2	2
Gm14028	0	0	0	0	0	0	0	0	0	0	0
Gm14029	7	3	6	4	4	5	0	3	1	6	5
Gm14032	1	1	2	2	2	7	8	2	5	6	5
Gm14033	1	2	1	1	2	1	2	2	0	0	1
Gm14034	0	1	0	1	0	0	0	0	0	0	1
Gm14035	0	1	2	0	0	0	0	0	0	0	0
Gm14036	0	0	0	0	0	0	0	0	0	0	0
Gm14037	0	0	0	0	0	0	0	0	0	0	0
Gm14038	3	0	0	5	1	0	0	0	0	0	1
Gm14039	0	0	0	0	0	0	0	0	0	0	0
Gm14040	1	0	0	0	0	0	0	0	0	0	0
Gm14041	0	0	0	0	0	0	0	0	0	0	0
Gm14042	1	1	0	0	0	2	2	1	1	0	2
Gm14044	1	0	0	0	0	0	1	0	0	0	0
Gm14046	2	1	3	0	2	0	0	1	2	1	2
Gm14048	0	19	0	0	11	19	14	14	15	18	8
Gm14049	1	0	0	0	0	1	0	1	1	1	0
Gm14050	0	0	0	0	0	0	0	0	0	0	0
Gm14051	0	0	0	0	0	0	0	0	0	0	0
Gm14052	0	0	0	1	0	0	1	1	0	0	0
Gm14053	0	0	0	0	0	0	0	0	0	0	0
Gm14054	1	0	0	1	0	0	1	0	1	0	0
Gm14055	0	1	0	0	0	0	0	0	0	0	0
Gm14056	0	1	1	1	0	1	0	0	1	0	0
Gm14057	1	3	2	2	1	4	2	7	0	5	2
Gm14058	0	0	0	1	0	0	0	0	0	0	0
Gm14061	1	0	0	0	0	0	0	1	0	0	0
Gm14062	1	0	0	0	0	0	1	0	0	0	2
Gm14064	0	0	2	0	0	0	0	0	0	0	0
Gm14065	0	0	0	0	0	0	0	0	0	0	0
Gm14066	1	0	3	0	0	0	0	0	0	1	0
Gm14067	0	0	0	0	0	0	0	0	0	0	0
Gm14069	0	0	0	0	0	0	0	0	0	0	0
Gm14070	0	0	0	0	0	0	0	0	0	0	0
Gm14071	0	0	0	0	0	0	0	0	0	0	0
Gm14073	0	0	0	0	0	0	0	0	1	0	0
Gm14082	0	0	0	0	0	1	0	0	0	0	0
Gm14083	0	0	0	1	0	0	0	0	0	0	0
Gm14086	0	0	0	0	0	0	0	0	0	0	0
Gm14089	0	0	0	0	0	0	1	1	0	0	0
Gm14091	2	3	2	1	1	0	1	1	0	5	0
Gm14092	0	0	0	0	0	0	0	0	0	0	1
Gm14093	0	0	0	0	0	0	0	0	0	0	0
Gm14094	0	0	0	0	0	1	0	0	0	0	0
Gm14095	0	0	0	0	0	0	0	0	0	0	0
Gm14097	0	0	0	0	0	0	0	0	0	0	0
Gm14098	0	0	0	0	0	0	0	0	0	0	0
Gm14099	0	0	0	0	0	1	0	0	0	1	19
Gm14100	0	0	0	0	0	0	0	0	0	0	0
Gm14101	0	0	1	0	0	0	0	0	0	2	0
Gm14102	0	0	0	1	0	1	0	2	0	0	0
Gm14103	0	0	0	0	0	0	0	0	0	0	0
Gm14104	2	1	0	0	0	0	1	0	0	0	0
Gm14106	0	0	0	0	0	0	1	0	0	0	0
Gm14107	0	0	0	0	0	0	0	0	1	0	0
Gm14108	1	0	0	0	0	0	0	1	0	0	0
Gm14109	0	1	2	0	0	1	0	0	0	1	0
Gm14110	0	0	0	0	0	0	0	1	0	0	0
Gm14111	1	0	1	1	0	1	2	4	1	8	2
Gm14113	0	0	2	1	3	0	0	2	0	3	3
Gm14114	0	0	0	0	0	0	0	0	0	0	0
Gm14115	0	0	1	0	1	0	0	0	0	0	1
Gm14116	0	1	0	0	0	0	0	0	0	0	0
Gm14117	8	12	3	16	28	0	11	45	0	40	25
Gm14119	0	0	3	1	1	2	0	3	6	2	2
Gm14120	2	0	0	0	0	0	0	1	2	0	2
Gm14121	38	13	26	67	56	23	60	35	34	44	53
Gm14122	0	1	3	1	3	0	1	0	3	0	2
Gm14123	4	8	19	10	18	16	9	7	8	8	10
Gm14124	0	0	1	0	1	0	0	0	0	0	0
Gm14125	0	1	0	0	0	0	0	0	0	0	1
Gm14126	0	0	0	2	0	1	1	0	0	0	2
Gm14127	4	1	1	1	2	1	5	1	5	4	3
Gm14128	0	0	0	0	0	0	0	0	0	0	0
Gm14129	0	0	0	0	0	0	0	1	0	0	0
Gm14130	2	3	2	2	3	1	0	1	2	2	1
Gm14131	0	0	2	0	1	0	1	2	1	1	2
Gm14132	1	1	0	0	1	1	0	1	0	0	3
Gm14133	0	0	0	0	0	0	0	0	24	0	0
Gm14135	0	0	0	0	0	0	1	0	0	0	0
Gm14137	3	3	7	9	9	4	26	18	34	51	25
Gm14138	2	0	0	0	0	1	1	0	0	1	0
Gm14139	2	4	4	4	0	9	3	2	7	6	0
Gm14140	0	1	1	0	0	1	0	1	0	0	4
Gm14141	0	0	1	0	0	0	0	0	0	1	0
Gm14142	0	0	0	0	0	0	0	0	0	0	0
Gm14143	0	0	0	0	0	0	0	0	2	0	0
Gm14144	10	0	0	0	0	0	0	0	0	0	0
Gm14145	0	0	0	0	0	0	0	0	0	1	0
Gm14146	0	0	0	0	0	0	0	0	0	0	0
Gm14147	0	0	0	0	0	0	0	0	0	0	2
Gm14148	1	1	2	0	2	1	3	2	2	0	0
Gm14149	0	0	1	0	0	0	0	0	0	0	1
Gm14150	0	2	11	0	0	4	0	0	0	2	12
Gm14151	0	0	0	0	0	6	0	0	0	1	0
Gm14152	0	0	0	0	0	0	0	0	0	0	0
Gm14153	2	0	1	0	0	0	1	0	0	1	0
Gm14154	1	1	1	2	2	0	0	0	4	1	0
Gm14155	0	0	1	0	0	0	0	0	0	0	0
Gm14156	0	0	0	0	0	0	1	0	0	0	0
Gm14158	0	0	0	0	0	1	0	0	0	0	0
Gm14159	0	0	0	0	0	0	0	0	0	0	0
Gm14161	0	1	0	0	1	0	1	0	2	0	0
Gm14162	0	0	0	0	0	1	1	0	1	0	0
Gm14163	2	0	2	0	0	0	0	2	1	0	2
Gm14164	0	0	0	0	9	0	0	0	1	1	1
Gm14165	5	10	0	0	2	6	5	3	3	2	0
Gm14167	14	17	10	9	10	25	10	10	33	24	6
Gm14168	4	6	1	2	1	2	3	0	2	2	5
Gm14169	1	0	0	0	0	1	1	0	2	0	0
Gm14170	0	0	0	0	0	0	0	0	0	0	0
Gm14172	0	0	0	0	0	0	0	0	0	1	0
Gm14173	3	0	1	0	0	0	0	0	0	0	0
Gm14174	0	0	0	0	0	0	0	0	0	0	0
Gm14175	0	0	0	0	0	0	0	0	0	0	0
Gm14176	0	15	15	27	6	14	36	27	9	15	14
