mouse_gene_symbol	mouse_chromosome
Gm28720	6
Rab40b	11
Gm28719	6
Gm44386	6
Pcbp1	6
Gm7982	5
1600020E01Rik	6
2410004I01Rik	11
E330014E10Rik	5
Mir7236	11
Gm11866	11
Fn3krp	11
Gm42714	5
Gm5559	5
Gm25937	5
Cxcl13	5
1110065P20Rik	4
Dcakd	11
Gm46234	10
Gm7993	5
Adora2a	10
Klhl5	5
Gm44369	6
Asprv1	6
4932431P20Rik	7
C230053D17Rik	9
Gm47092	9
Mxd1	6
Platr1	1
Cck	9
Calcb	7
Gm37935	1
Yrdc	4
Actr1b	1
Gm5779	10
Gucy2e	11
Mir6997	2
4930447M23Rik	2
Gucd1	10
Uckl1os	2
Gm47095	9
Gm38661	9
4930432E11Rik	7
Lyzl4	9
Maneal	4
Gm44292	6
Gm29326	7
Snrnp27	6
Ube2s	7
Msrb2	2
Epha10	4
Spire2	8
Cenpa	5
A330087D11Rik	7
Gm33940	2
Dync2i2	2
Crtc3	7
1700125G02Rik	4
4933424G06Rik	1
Lyzl4os	9
Cdca8	4
Gm47097	9
Gm44214	6
Gmcl1	6
Gm33533	1
Ccpg1	9
Ankmy1	1
Gm13344	2
Mir6931	11
Gm23194	11
Ptf1aos	2
Cntrobos	11
Ptf1a	2
Fn3k	11
1810010K12Rik	2
Golm2	2
Rbm19	5
Gm44931	7
Gm15880	7
Tcf25	8
Plaur	7
Upb1	10
Cntrob	11
Gm44036	6
Anxa4	6
9930104L06Rik	4
Cd247	1
Shisa7	7
Gm12930	4
Rspo1	4
Gm48158	10
Gm48148	10
Snrpd3	10
Vipr1	9
Gnl2	4
Isoc2b	7
Gm10390	5
Gm42655	5
Gm42654	5
Gm27199	5
Lhx5	5
Lrrc75b	10
Cadm4	7
Sec22c	9
Rffl	11
Dpysl5	5
Ggt1	10
Gm12931	4
Dnali1	4
4921504E06Rik	2
Snip1	4
Isoc2a	7
Gm12932	4
Gm36210	7
Gm44983	7
Pigb	9
Meaf6	4
Gm5320	7
Zfp428	7
Gm42764	5
Gm13345	2
Cnot6l	5
Mageb3	2
Gm13348	2
Gm13343	2
Otud1	2
Gm50092	7
Gm53033	7
1110051M20Rik	2
Zfp628	7
2610306M01Rik	6
Irgq	7
Gm44153	6
Gm44152	6
Pinlyp	7
Aup1	6
Zc3h12a	4
Ss18l2	9
1700041M05Rik	4
Grik3	4
Nat14	7
Gm38192	9
Pigbos1	9
Ftl2-ps	4
Mir692-2	4
2610028E06Rik	4
Rab27a	9
Insc	7
Dusp28	1
5033417F24Rik	1
Gm23402	1
Gm32999	1
Klhl12	1
Csf3r	4
Gm13346	2
Gm27186	9
Trappc1	11
Gm13347	2
Gm24670	2
Gm13787	2
Khdc3	9
Set	2
Gm2840	5
Fam71f1	6
Sdsl	5
Gm20509	9
Tbcd	11
Rsl24d1	9
Gm17172	6
Mapre3	5
Calu	6
Snrnp70	7
Mrps15	4
Gm37856	1
Gm37469	1
Nktr	9
Rabif	1
Zfp512b	2
Gm25612	1
Gm15454	1
Tuba5-ps	1
Zap70	1
Oscp1	4
Gm19409	5
Gm15461	5
Sds	5
Mc1r	8
Gm38092	8
Rpl28-ps3	4
Tubb3	8
Lsm10	4
Stk40	4
Zfp750	11
Mgat4e	1
Mrpl1	5
Kcnab3	11
Opn1sw	6
Def8	8
Gm18828	1
Rnpepl1	1
Mir7006	2
Lrp4	2
Gm38215	9
Flnc	6
Gm5745	9
Ggt5	10
Gm27211	9
E530011L22Rik	9
Zfp651	9
Kcnab3os	11
Rnf227	11
Gm47108	9
Gm15690	5
Klhl40	9
Plbd2	5
Gm12946	4
Eva1b	4
Rad51d	11
Gm24982	7
Gm45017	7
Unc13c	9
Sh3d21	4
Rps4l-ps	7
9430060I03Rik	1
Kcna7	7
Adam23	1
Gm45020	7
Ssc5d	7
Ntf5	7
Gm37611	9
Wdr19	5
Gm27148	9
Gm9985	10
Gm37326	9
Gm26402	10
n-R5s86	9
Gm19688	10
A730082K24Rik	7
Gm13770	2
Hhatl	9
Susd2	10
Pkn3	2
Gm34225	7
Fndc8	11
Lhb	7
B3gntl1	11
Thrap3	4
Sbk2	7
Rpl19-ps10	7
Wdr72	9
Sbk3	7
Iqgap1	7
Gm24141	9
Nr1h2-ps	9
Gm28622	9
Gm25323	4
Gm27189	9
Prpf6	2
Gm27233	9
Map7d1	4
Ccdc13	9
Nle1	11
Cabin1	10
Gm22315	9
Gm16551	9
Gm20649	9
Gm17163	9
Gm28182	9
Gm47111	9
Onecut1	9
Ccdc136	6
Gas8	8
Higd1a	9
Fras1	5
Metrnl	11
n-R5s100	8
n-R5s101	8
n-R5s102	8
n-R5s103	8
n-R5s104	8
Zdhhc12	2
n-R5s105	8
n-R5s106	8
n-R5s107	8
n-R5s108	8
n-R5s109	8
n-R5s110	8
n-R5s111	8
n-R5s112	8
n-R5s113	8
Gm12589	11
n-R5s114	8
n-R5s115	8
Gm25018	8
n-R5s117	8
Gm29513	11
Zfp579	7
n-R5s118	8
n-R5s119	8
Gm47112	9
Gm15643	11
n-R5s120	8
Gm47113	9
n-R5s121	8
Ptchd3	11
n-R5s122	8
n-R5s123	8
n-R5s124	8
Ackr2	9
n-R5s125	8
Gm24312	8
n-R5s127	8
n-R5s128	8
n-R5s129	8
n-R5s130	8
n-R5s131	8
Gm26391	8
Gm44649	7
n-R5s133	8
n-R5s134	8
Rn5s	8
n-R5s136	8
Gm12586	11
Rn5s-ps1	8
n-R5s138	8
Gm12590	11
n-R5s139	8
Gm22109	8
Gm12587	11
n-R5s141	8
Catsperg2	7
n-R5s142	8
Gm12591	11
Cyp8b1	9
n-R5s143	8
Trappc3	4
Samd10	2
n-R5s144	8
Gm47115	9
Gm25212	8
Unc45b	11
n-R5s146	8
1700048O20Rik	9
Gm22291	8
Gm23284	8
n-R5s149	8
Gm23647	8
Rhou	8
Gm19326	10
Col8a2	4
Ddt	10
Gm45781	8
Gm49343	9
6030466F02Rik	8
4732419C18Rik	8
Fam214a	9
Gm45866	8
Gm29797	2
Gm20441	10
Gm45865	8
Adprs	4
Rab4a	8
Gpr155	2
Gstt3	10
Gm33050	5
Gm42605	5
Gm42604	5
Tekt2	4
Anxa3	5
2810455O05Rik	8
Ccsap	8
Gstt1	10
Vhl	6
Gm4342	8
Acta1	8
1700015O11Rik	6
Gm12945	4
Irak2	6
Ago3	4
Gask1a	9
Gm29773	8
Nup133	8
Gm42603	5
Gstt4	10
1700016F12Rik	5
Gm42602	5
Gm24623	5
Gm33370	5
Gm43147	5
Gm8013	5
Gm43148	5
Gm43144	5
Gstt2	10
Gm9484	5
Gm23103	7
Gm44954	7
Slc8b1	5
Xrcc1	7
Pomgnt2	9
Gm22281	1
Gm39653	1
Dytn	1
Unc45bos	11
Ago1	4
Slfn5os	11
Gm39463	9
Mif	10
Gm47117	9
Chd3	11
Gm39465	9
Gm39464	9
Gm47744	10
Arpp19	9
Derl3	10
Gm45890	8
Gm12748	1
Mdh1b	1
Abcb10	8
Gm2981	9
Taf5l	8
Capn10	1
Snrk	9
Smarcb1	10
Gm17827	8
Zscan2	7
Urb2	8
Gm43964	6
Gm43963	6
Gm43912	6
Bmp2k	5
Zfp575	7
Tatdn2	6
Zfp84	7
Mir1967	8
Gm45732	8
Gm12929	4
Gm3889	8
Gm12928	4
Ago4	4
Galnt2	8
Gm25879	2
Sox18	2
Gm13703	2
Mir1964	7
Ethe1	7
Gm13709	2
D230022J07Rik	2
Gm47122	9
4632418H02Rik	9
Gm13707	2
Gm47121	9
Mir7042	6
Ctdspl2	2
Gm26982	6
Myo5a	9
Zfp30	7
Ghrl	6
Gpr35	1
Gm43145	5
Paqr3	5
Gm6579	7
Tmem131	1
Fiz1	7
Gm12935	4
Gm12934	4
1810008B01Rik	8
Clspn	4
Gm15775	8
Gm24459	8
Gm44033	6
Pgbd5	8
Gm44053	6
Tpcn1	5
Sec13	6
Atp2b2	6
Cog2	8
Phldb3	7
Mmp11	10
Mir7119	4
Gm12936	4
5730409E04Rik	4
Zfp790	7
Gm12933	4
Psmb2	4
Gm33609	5
Gm2861	5
Gm5560	5
Gm33969	5
2510016D11Rik	5
Naa11	5
Slfn5	11
4930467D21Rik	5
Gm26550	7
Zfp524	7
Gk2	5
Tfap2e	4
Iqcd	5
Chchd10	10
Agt	8
Gm44973	7
Lypd3	7
Ncdn	4
Gm22442	11
Gm11424	11
1190001M18Rik	11
Gm867	10
Antxr2	5
Gm4598	7
Cyb5d1	11
2200007N16Rik	7
Zfp940	7
Vpreb3	10
Naa38	11
Gm18697	1
Aqp12	1
Gm16221	10
Gm5134	10
Gm26554	7
Eif3j1	2
Gm17199	7
Kdm5b	1
Tmem88	11
Zfp865	7
Slfn9	11
Ano10	9
AU040320	4
Ruvbl2	7
Zer1	2
Rita1	5
Gm16219	10
Gm16220	10
Mir6409	10
Zfp280b	10
Mir7679	11
Slc5a4b	10
Kdm6b	11
C430019N01Rik	5
Gm42759	5
Gm42760	5
Gm8041	5
Gm8048	5
Prdm8	5
A730035I17Rik	5
Fgf5	5
Gm16222	10
Cfap299	5
Gm19217	10
Slc5a4a	10
E030032P16Rik	5
Gm43767	5
Mir703	5
Gm24279	5
Gm11111	5
1700010H22Rik	5
Kdm6bos	11
Bmp3	5
Slfn8	11
Ddx54	5
Gm2628	10
Zfp420	7
Tcea2	2
Prmt2	10
Tex101	7
Gm44167	6
Gm15082	6
Gm15083	6
Gm43911	6
Gm43932	6
Gm11425	11
Gm8132	6
Slfn10-ps	11
Gm9719	9
Igkv4-69	6
Gm16353	9
Mir8106	9
Gm37506	1
Gm26797	9
Igkv4-68	6
Gm38115	1
Igkv12-67	6
F830112A20Rik	1
Gm47126	9
Rpl12-ps1	1
Rprl1	6
Gm48434	11
Gm44971	7
Igkv12-66	6
Slfn2	11
Gm36776	7
Abhd5	9
Fastkd2	1
Igkv4-65	6
Gm20234	11
Wdr73	7
Igkv13-64	6
Gm48462	11
Slfn1	11
Gm48467	11
Gm48468	11
Acsl6	11
Gm43579	5
Cfap73	5
Spg11	2
Gm42657	5
Gm15749	5
Myo5c	9
Rfc1	5
Gm26783	1
n-R5s210	1
4933402D24Rik	1
Gm13751	1
Gm13754	1
Gm13749	1
Gm12937	4
Gm24161	4
Gm25604	4
Syt2	1
Zmym4	4
Zfp27	7
A730085K08Rik	9
Mir7668	7
Gm47128	9
Mir678	10
Zfp383	7
S100b	10
Gm35454	9
Wipf1	2
Gm47129	9
Gm44873	7
Gm47130	9
Lypd10	7
Gm47131	9
Gm47133	9
9530059O14Rik	9
Dip2a	10
Klf7	1
Gm47134	9
Gm47135	9
Nmb	7
Mir138-1	9
Gm35501	9
Gm47136	9
Gm47137	9
Topaz1	9
Lypd11	7
Mir6899	1
Gm13748	1
Gm44972	7
Gm13750	1
Ccdc106	7
Gm28981	1
Gm28980	1
Gnb5	9
Vwa3b	1
4632433K11Rik	7
Zfp74	7
Gm12939	4
Sfpq	4
Gm13708	2
Zfp784	7
Tbc1d13	2
Gm15510	7
Gys1	7
Gm12940	4
Gm12941	4
Zmym1	4
Gm19531	9
Gm48677	9
Gm37020	1
Bcl2l10	9
Cnga3	1
Mapk6	9
Slc39a1-ps	2
Zfp580	7
Endog	2
Gm38941	7
Gm45133	7
Patl2	2
Myo7a	7
Gm18015	9
Gm5366	9
4933433G15Rik	9
Leo1	9
Gm12944	4
1700074A21Rik	1
Zmym6	4
Ppp1r12b	1
Chrna1	2
Gm7972	9
Gm43628	5
Chrna1os	2
Klb	5
Tmod3	9
Epb41l1	2
Prkg2	5
Gm16240	10
Pcnt	10
Gm25600	4
Tmem35b	4
Gm48789	9
Gm12943	4
Dlgap3	4
Kif15	9
Gm3470	5
Gm43251	5
Rasal1	5
Smim12	4
Gm37949	1
Gm22221	4
Gm12948	4
Gm37677	1
Gja4	4
Gm28892	1
Ube2t	1
Gjb3	4
Gjb4	4
Gjb5	4
Gm12947	4
A630031M04Rik	4
Lgr6	1
Dtx1	5
1700112K13Rik	4
CK137956	4
Csmd2	4
Gm47148	9
Gm9856	9
Tmem42	9
Gm49323	9
Rpl9	5
Tgm4	9
Ptprv	1
Csmd2os	4
Hmgb4	4
Hmgb4os	4
Tmod2	9
Zscan20	4
Oas2	5
1700094J05Rik	10
Gm10535	1
2610028H24Rik	10
Creb1	1
Tlr12	4
Lias	5
Gm12958	4
Phc2	4
Ybey	10
Mcm3ap	10
Gm43068	5
1110003F10Rik	5
Gm43311	5
Oas3	5
Gm48822	9
Lysmd2	9
Zdhhc3	9
Gm43069	5
Ugdh	5
Chn1os3	2
B2m	2
Gm14225	2
Gm14224	2
Gm43552	5
Trim69	2
Lss	10
Gm43289	5
Oas1e	5
Exosc7	9
Aar2	2
A3galt2	4
Rasgef1b	5
Zfp362	4
Gm14168	2
Terb2	2
Gm14050	2
Gm14169	2
Gm47159	9
Gm12968	4
Gm12969	4
Gm14058	2
Scg3	9
Rps12-ps10	2
Trim62	4
Sord	2
Mettl21a	1
Azin2	4
Gm48469	11
Gm48477	11
Rgs19	2
Gm48490	11
Gm12224	11
Gm28982	1
Slfn4	11
Gm29152	1
2810408I11Rik	1
Ptpn7	1
4930483K19Rik	10
Spatc1l	10
Meikin	11
Clec3b	9
Gm23323	9
Gm15343	10
Gm37871	9
Gm3671	9
Ftcd	10
Cdcp1	9
Gm15904	4
Gm12226	11
Ak2	4
Slfn3	11
Smim14	5
Ccnyl1	1
Gm12225	11
AI662270	11
Bmp5	9
Gm11427	11
Tmem158	9
Gm23444	11
Scp2-ps2	9
Slfn14	11
Gm47162	9
Col6a2	10
Lkaaear1	2
Oas1c	5
AA465934	11
Lars2	9
Duox2	2
Snord7	11
Dnah2	11
Arl8a	1
1700086P04Rik	4
Gm43290	5
4930589O11Rik	5
Rnf19b	4
Gm42725	5
Gm35394	5
Gm35172	5
Gm16227	5
Gm16228	5
4930405H06Rik	5
Gm16226	5
4930522N08Rik	5
Oas1b	5
Gm15445	1
Fzd5	1
Gm38058	1
Gpr37l1	1
Gm38413	5
Gm43249	5
Gm4204	1
Vamp9	5
Spout1	2
Gm26642	1
Oas1f	5
Pou2f1	1
Tmem54	4
Fyco1	9
Oas1h	5
Oas1g	5
Cd177	7
Ube2k	5
Hpca	4
Dnah2os	11
Efnb3	11
Xcr1	9
Gm2774	9
Ccr1	9
C230062I16Rik	7
Ccr1l1	9
Gm35608	10
Fnip1	11
Ccr3	9
Col6a1	10
Ccr2	9
Mif-ps4	7
Ccr5	9
Ceacam10	7
Gm15906	4
Anp32b-ps1	4
Pramel1	4
Gm40309	5
Gm39469	9
Gm42726	5
Ftl1	7
Duoxa2	2
Oas1a	5
2010315B03Rik	9
Gm13045	4
Pramel12	4
Gm47180	9
Oas1d	5
Gm47179	9
Oprl1	2
Gm47181	9
Nlrp4g	9
Gm10252	7
Gm24198	11
Sec11a	7
Gm7573	5
Tcaim	9
Pex12	11
Oog4	4
Pds5a	5
Gm48276	10
Gm13042	4
Gm13046	4
Gm13041	4
Pcbp3	10
Gm13043	4
Gm35549	9
Gm13040	4
Gm13057	4
Zfp445	9
Pramel20	4
Wrap53	11
Gm16171	7
Gm45718	7
Gm18782	7
Efcab7	4
Gm44899	7
Zfp568	7
Gm26425	4
Pgm1	4
Gm47140	9
A530083I20Rik	9
Lrrc37a	11
Gm14489	2
Zkscan7	9
Gm884	11
Duoxa1	2
Zfp660	9
Gm5893	7
Gm47145	9
4930455G09Rik	4
Zfp105	9
Gm42727	5
Tmem51	4
Gm42729	5
Gm24399	5
Gm42728	5
C030017G13Rik	5
Gm11643	11
Gm13053	4
N4bp2os	5
Lyzl6	11
Tmem51os1	4
Rph3a	5
Gm46136	9
Gm47146	9
1110059G10Rik	9
Kazn	4
Gm35721	10
Rprml	11
Gm37782	10
Duox1	2
Gm3137	10
Gosr2	11
Gm10787	10
Zfp14	7
Limd1	9
Slc19a1	10
Gm18207	7
Gm9844	7
Zfp592	7
C130046K22Rik	11
Sacm1l	9
Gm11642	11
Wnt9b	11
Wnt3	11
Gm42656	5
Trp53	11
Gm44967	7
Etl4	2
Lypd4	7
Hnrnpd	5
Bax	7
Gm13062	4
Gm13052	4
Gm12515	4
Gm12514	4
Gm12509	4
Slc6a20b	9
Gm12508	4
Gm12512	4
Gm25419	4
Col18a1	10
Tstd3	4
Gm45808	7
Rad23b	4
Alpk3	7
Slc6a20a	9
Platr32	7
Gm12516	4
Gm12513	4
Dmrtc2	7
Gm12505	4
Gm12510	4
Gm22150	4
Gm12507	4
Klf4	4
Dhdh	7
Gm12511	4
Gm12506	4
Gm17120	9
Pnisr	4
Gm47173	9
Gm47171	9
Gm17200	9
Plekhm3	1
Zfp82	7
Ccr9	9
Gm17092	5
N4bp2	5
Gm10052	9
Lztfl1	9
Capn5	7
Gm17976	1
Rpl31-ps24	1
Gm26665	1
Rpl10a-ps1	1
Gm7626	1
Gm24788	1
Gm37923	1
Elf3	1
Atp1b2	11
Gm42648	5
Gm42645	5
Gm42646	5
Gm43004	5
Rhoh	5
Gm43769	5
Chrna9	5
Shbg	11
Nsf	11
Hnrnpdl	5
Dusp27	1
U2af2	7
Gm12519	4
Gm12520	4
2310081O03Rik	4
Gm17020	9
Gm17021	9
Gm12518	4
Gm26144	4
Actl7b	4
Akr1cl	1
Cxcr6	9
Gm26657	4
Actl7a	4
Mmp10	9
Coq3	4
Mmp8	9
4930480C01Rik	5
Gm43771	5
Ptpn11	5
Faxc	4
Mmp27	9
Gm8550	1
Gpa33	1
Gm11885	4
Gm11880	4
Gm11882	4
Fbxl4	4
Mmp1a	9
4930568E12Rik	9
Gm47051	9
Jrkl	9
Gm26189	9
5330432J10Rik	9
Phxr4	9
Gm26920	7
Cryge	1
Gm17571	9
Gm47089	9
Omp	7
Gm8738	11
Ccdc82	9
Gm16938	7
Sat2	11
Zfp566	7
Gm24607	4
Gm37900	4
Crygd	1
Pou3f2	4
Gm30731	4
Gm44872	7
Gm11878	4
B3gnt6	7
Gm11881	4
Elp1	4
Zfp260	7
Rnpep	1
Ip6k2	9
Gm12308	11
Gm12309	11
Arf2	11
Slc5a6	5
Slc28a1	7
Gm23034	9
Nckipsd	9
Crhr1	11
Gm7775	10
Gm10941	10
Ndufs6b	7
Pofut2	10
Gm44968	7
Gm35025	9
Zfp382	7
Shf	2
Gm37714	9
Celsr3	9
Fxr2	11
Crygc	1
Gm10988	7
Zfp146	7
Gm5113	7
Cox7a1	7
Crygb	1
Gm7329	1
Cryga	1
Sox6	7
Gm28845	1
Adarb1	10
Timm17a	1
Gm24409	2
Gm13361	2
Gm13363	2
Gm13360	2
Gm13328	2
Sppl2c	11
Kyat1	2
Mir467f	11
Sox15	11
Gm11879	4
1700025O08Rik	4
Rapgef6	11
9130230L23Rik	5
Gm11884	4
Gm11888	4
Gm11889	4
Gm11890	4
Abitram	4
Tmem89	9
Gm42930	5
Enoph1	5
Mael	1
Uqcrc1	9
Gm28448	4
Gm11892	4
Gm11891	4
Gm27243	4
Rpl6	5
Ctnnal1	4
Lmod1	1
Gm37284	9
D630023F18Rik	1
Slc26a6	9
Gm26205	5
Tmem150c	5
Gm47182	9
Gm47183	9
Gm47185	9
Gm21836	9
Shisa4	1
Ppp2r3d	9
Tmem150cos	5
Gm23970	2
Mms22l	4
Gm17171	2
Gm10722	9
Kif1a	1
Atraid	5
Gm13335	2
Gm11168	9
1700084E18Rik	2
Gm13362	2
Lrrc8a	2
Gm10721	9
Gm10720	9
Gm10719	9
Gm28035	2
Gm10718	9
Dlgap4	2
Gm10717	9
Gm17535	9
Gm10715	9
Rbm47	5
Mir101c	9
4930433N12Rik	9
Gm32390	9
Gm7344	9
Gm35920	10
Gm31138	9
Olfr369-ps1	9
Fam207a	10
Rps19	7
Alkbh8	9
Itgb2	10
Cdc42se2	11
Acer3	7
Gm43775	5
Gm43323	5
Gm26725	5
Gm22929	5
1700126H18Rik	5
Gm43772	5
Gm15794	5
Gm3822	5
Gm12227	11
Hectd4	5
Gm12229	11
Lyrm7os	11
Tmem245	4
Mpdu1	11
Gm24918	9
Gm23275	9
Cwf19l2	9
Pttg1ip	10
Gm45025	7
Cd79a	7
Sox6os	7
Epn1	7
Mir32	4
Gm25053	4
Gm22300	4
Frrs1l	4
Epb41l4b	4
Mir1934	11
Ap2b1	11
Sumo3	10
Gm5362	9
Gucy1a2	9
Gm5363	9
Gm45860	9
Gm14174	2
Aasdhppt	9
Gm14172	2
Gm24671	5
4930405A21Rik	2
Nsun7	5
Myl9	2
Gm14231	2
5730471H19Rik	2
Kbtbd3	9
Slc28a2	2
Klhl32	4
Msantd4	9
Pde8a	7
Gria4	9
Gm49325	10
Ube2g2	10
Trafd1	5
Gm12530	4
Mir1930	10
Gm18119	10
Gm11899	4
Gm48160	10
Ndufaf4	4
Tspear	10
Tsku	7
Gm14086	2
Bambi-ps1	2
Tgif2	2
C230012O17Rik	4
Gm19402	10
Ptpn3	4
Gm9508	10
Gm7390	9
Gm24896	9
Gm44507	7
5430405H02Rik	2
Gm10272	10
Casp1	9
Gm44980	7
Gm10024	10
Gm7180	7
Gm10142	10
Rfpl4	7
Gm37790	2
Slc28a2b	2
Gm48179	10
Gm42917	5
Krtap12-1	10
Gm42918	5
Gm10100	10
Naa25	5
Gm18596	10
Rasl2-9	7
Gm48178	10
Gm47692	7
Casp4	9
Gm9736	10
Vmn1r55	7
Gm3233	10
4930518I15Rik	2
Gm3238	10
Rab5if	2
Gm7138	10
1110004F10Rik	7
Gm3250	10
Gm7137	10
Gm9639	10
Ckap5	2
Gm19668	10
Casp12	9
Gm9507	10
Gpr63	4
Gm49918	10
Gm11906	4
Gm12536	4
Krtap10-4	10
1700042G15Rik	4
Krtap10-10	10
Gm36176	10
Vmn1r56	7
Gm10318	10
Rps17	7
Fhl5	4
Gm28086	1
Gm3285	10
Idh1	1
1700009J07Rik	10
Lrrc3	10
1700003G18Rik	7
Gm12537	4
Trpm2	10
Gm12538	4
Pakap	4
Vmn1r57	7
Gm48506	9
Gm6015	9
Gm48640	9
Gm4353	7
Gm9662	9
Gm45146	7
Gm23942	7
Pdgfd	9
Gucy2d	7
Gm12539	4
Ufl1	4
Ddi1	9
Gm2926	7
Gm21089	9
Agxt	1
Gm44978	7
Gm48674	9
Gm43420	5
Gm23097	9
Gm48675	9
Lrrc32	7
Erp29	5
Dync2h1	9
Gm23040	7
Capns1	7
Lyrm7	11
Cad	5
Mab21l4	1
Gm23951	11
Hint1	11
Crocc2	1
Cd68	11
Ipo9	1
A630091E08Rik	7
Gm26810	7
Gm44600	7
Nlrp2	7
Gpx3	11
Gm22394	10
Gm22871	10
Rasl10b	11
Cfap410	10
Tbcb	7
Gm18757	7
Gm5065	7
Gm45147	7
Vmn1r58	7
Gas2l2	11
Prdx6-ps2	4
Gm44543	7
Gm11897	4
Gm11894	4
Vmn1r59	7
Gm25975	4
Gm11896	4
Gm11893	4
Gm12526	4
Gm24977	4
1700020L24Rik	11
Cpeb1	7
Gm26138	4
D630039A03Rik	4
Pfkl	10
Eif4a1	11
Fut9	4
Gm28277	1
Ildr2	1
Txn1	4
Gm24042	4
Gm11898	4
Gm11895	4
Gm24965	4
Manea	4
Txndc8	4
Polr2i	7
Gm24029	11
Gm25835	11
Gm22988	11
Mmp28	11
Aire	10
Bhmt-ps1	4
Gm11903	4
Gng2-ps1	4
Gm11905	4
4930548K13Rik	4
Gm11904	4
Gm11902	4
Gm11901	4
Gm25173	4
Gm11914	4
Tpm3-rs2	4
Gm11911	4
Gm11907	4
Gm25378	4
Rpl7a-ps9	7
Svep1	4
Cpeb1os1	7
Vmn2r28	7
Slc30a3	5
5330438I03Rik	1
Ovol3	7
Gm15853	1
Senp3	11
Tada1	1
Vmn1r60	7
Vmn1r-ps40	7
Vmn1r61	7
Vmn1r62	7
Gm44821	7
Vmn1r63	7
Gm44820	7
Vmn1r64	7
Gm20399	7
Vmn1r-ps45	7
Vmn1r-ps46	7
Sned1	1
Vmn1r65	7
Gm9924	5
Gm5321	7
Dnajc5g	5
4933402C05Rik	7
Gm44733	7
Tulp2	7
Tnfsf13os	11
Taf15	11
Tmem116	5
Mif-ps11	4
Gm11909	4
Gm11910	4
Gm11912	4
Gm11913	4
Epha7	4
Snord67	2
Sla2	2
Tnfsfm13	11
Gm14278	2
Gm14248	2
Gm14247	2
Chn1	2
Mir6901	1
Pogk	1
Dcun1d5	9
Apbb2	5
Gm47741	9
Mmp13	9
Mapt	11
Gm16418	1
Gm33354	1
Mmp12	9
Gm4846	1
Mterf4	1
Nlrp4c	7
Gm28535	1
Gm7867	1
Gm4847	1
Musk	4
Pikfyve	1
Emsy	7
Mmp1b	9
Mmp3	9
Gm22658	9
Vstm5	9
Med17	9
Gm11659	11
Gm22743	11
Tnfsf13	11
4931406C07Rik	9
Gm45132	7
Zfp787	7
Tnfsf12	11
Gm15546	5
Adam1b	5
4930477O15Rik	5
Adam1a	5
Gm11915	4
Gm11917	4
Gm43790	5
Gm11916	4
Gm43793	5
Gm11918	4
Gm16273	5
Gm11919	4
Gm43792	5
Gm11923	4
Gm43794	5
Gm11925	4
Gm43343	5
Pask	1
Gm11924	4
Gm43795	5
C530043K16Rik	5
4930556G01Rik	4
Uchl1os	5
Taf1d	9
Gm11920	4
Gm25705	4
Trim54	5
Gm11922	4
Gm12307	11
Gm11429	11
Chn1os1	2
Wfdc17	11
Lpar1	4
4933431C10Rik	7
Gm13640	2
Gm45841	7
4930417H01Rik	2
Gm36371	7
Gm15506	7
Wfdc18	11
Wdr62	7
Bloc1s6os	2
F2	2
Wfdc21	11
Gm42878	5
Kansl1	11
Fmo9	1
Mir3095	4
Gm12577	4
Gm15469	5
Gm12578	4
Gm12579	4
Gm12580	4
Ucn	5
Olfr267	4
Uchl1	5
Map3k7	4
Gm13771	2
Bloc1s6	2
Gm43279	5
Gm43280	5
Gm4954	1
Mpv17	5
Mir7650	9
Gm37904	1
Gm24455	9
Gm24299	9
Gm6286	1
Gm25791	9
Gm22620	9
Gm16701	1
Gm24357	9
Gm23455	9
Gm22579	9
Pth2r	1
Cep295	9
Zfp408	2
Gm11660	11
Heatr6	11
Gm28927	1
Sqor	2
Gm28926	1
Gm28925	1
Gm28923	1
Gm28922	1
Gm28728	1
Gm5255	1
Gm8805	1
Rps12-ps5	7
Fam78b	1
1700020L13Rik	7
Thap12	7
Gm29609	5
Gm17868	1
Gm11434	11
Gm37994	1
Gm12576	11
Crygf	1
Polr2a	11
Gm19656	7
Cycs-ps2	5
Gm43103	5
Gm20484	5
Gm44934	7
Gm13988	2
Mapkapk5	5
Zfp444	7
Gm8809	1
Gm15659	1
Phyhd1	2
Gm8812	1
Ppp1r7	1
Gm45148	7
Clip3	7
Gm11926	4
Gm26254	4
Gm11927	4
Gm11928	4
Gm11929	4
Gm48142	9
Mir6902	1
Bach2	4
Mir6345	1
Gm48141	9
Scarna9	9
Gm24339	9
Gm16568	9
Nav1	1
Gm34973	9
Gm2517	9
Gm48634	9
Gadl1	9
Galp	7
Bach2it1	4
Bach2os	4
Wnt11	7
Gja10	4
Gm11933	4
Casp8ap2	4
Gm16142	9
Gm9385	9
Tgfbr2	9
Slc35g3	11
Zscan5b	7
Zbtb4	11
Gm15547	5
Aldh2	5
Gm8398	7
Epp13	7
Gm11936	4
Ecpas	4
Gm4668	9
Gm45069	7
Gm48038	9
Cdc27	11
Nucb1	7
Kri1	9
Gm28038	2
Ndrg3	2
Cdkn2d	9
Gm42879	5
Acad12	5
Ap1m2	9
Dnmt3l	10
Gtf3c2	5
Gm26446	1
Mir1231	1
2610012C04Rik	1
Chrnb1	11
Gm37333	1
Gm4793	1
Gm39302	9
Slc44a2	9
Csrp1	1
Dolk	2
Gm14276	2
Gm45478	7
Ppp1r15a	7
Myt1	2
Hnf1b	11
Phlda3	1
