mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Pcdhga6	18	PCDHGA6	5
Pax8	2	PAX8	2
Il17rb	14	IL17RB	3
Bzw1	1	BZW1	2
Atcay	10	ATCAY	19
F11	8	F11	4
Ankhd1	18	ANKHD1	5
Ankhd1	18	ANKHD1-EIF4EBP3	5
	4	RN7SKP283	2
Slc30a3	5	SLC30A3	2
Ahsa1	12	AHSA1	14
Olfr169	16	OR2AJ1	1
Tmem40	6	TMEM40	3
Kcnj14	7	KCNJ14	19
Olfr173	16	OR5K1	3
Olfr173	16	OR5K2	3
Prl3c1	13	PRL	6
Gm7879	5	PPIH	1
Polq	16	POLQ	3
Cd9	6	CD9	12
Slc9a5	8	SLC9A5	16
Scarf1	11	SCARF1	17
Msrb1	17	MSRB1	16
	3	SNORA80E	1
Plaat1	16	PLAAT1	3
Ttc21a	9	TTC21A	3
Cenpo	12	CENPO	2
Fmo2	1	FMO2	1
Tex35	1	TEX35	1
Glb1l3	9	GLB1L3	11
Snora64	17	SNORA64	16
Mettl11b	1	NTMT2	1
Capn5	7	CAPN5	11
Stat5a	11	STAT5A	17
Tent4b	8	TENT4B	16
Hnrnpul2	19	HNRNPUL2-BSCL2	11
Hnrnpul2	19	HNRNPUL2	11
Celf6	9		15
Celf6	9	CELF6	15
Onecut1	9	ONECUT1	15
Rasgrp1	2	RASGRP1	15
Brinp3	1	BRINP3	1
Cacnb4	2	CACNB4	2
Gm26447	16	SNORA63	3
Cystm1	18	CYSTM1	5
Ephb3	16	EPHB3	3
Dph5	3	DPH5	1
B9d1	11	B9D1	17
Olfr1452-ps1	19	OR5B3	11
Borcs6	11	BORCS6	17
Pcdhga2	18	PCDHGA2	5
Efna1	3	EFNA1	1
Stab2	10	STAB2	12
Fndc10	4	FNDC10	1
Marveld2	13	MARVELD2	5
Asic4	1	ASIC4	2
Chrne	11	CHRNE	17
Mmp12	9	MMP12	11
Dhcr7	7	DHCR7	11
Blm	7	BLM	15
Nadsyn1	7	NADSYN1	11
Klk1b1	7	KLK3	19
Hoxd8	2	HOXD8	2
Adamts14	10	ADAMTS14	10
Hcar1	5	HCAR1	12
4931406B18Rik	7	SIGLECL1	19
Tiam2	17	TIAM2	6
Ahrr	13	AHRR	5
Vmn1r50	6	VN1R5	1
Nmur1	1	NMUR1	2
Ube2t	1	UBE2T	1
Slc35e2	4	SLC35E2B	1
LTO1	7	LTO1	11
Ybx1	4	YBX1	1
	1	RNA5SP194	5
Cybrd1	2	CYBRD1	2
Olfr703	7	OR2AG1	11
Usp43	11	USP43	17
Dcaf6	1	DCAF6	1
Exd2	12	EXD2	14
Erp44	4	ERP44	9
Rpgrip1l	8	RPGRIP1L	16
Rcsd1	1	RCSD1	1
Snord49a	11	SNORD49A	17
Dyrk1b	7	DYRK1B	19
H2bc22	13	H2BC14	6
Psenen	7	PSENEN	19
Psenen	7		19
Atp5b	10	ATP5F1B	12
Sbk3	7	SBK3	19
Cd7	11	CD7	17
Vwa5b1	4	VWA5B1	1
Ndufs5	4	NDUFS5	1
Ppip5k1	2	PPIP5K1	15
Ccdc153	9	CCDC153	11
Aadacl4fm5	4	AADACL4	1
Kcng4	8	KCNG4	16
Olfr872	9	OR7E24	19
Treml1	17	TREML1	6
Clec4a3	6	CLEC4C	12
Cd55b	1	CD55	1
Zdhhc17	10	ZDHHC17	12
Dhdds	4	DHDDS	1
Atox1	11	ATOX1	5
Vrk2	11	VRK2	2
Rskr	11	RSKR	17
Arrdc2	8	ARRDC2	19
Ly6h	15	LY6H	8
1810037I17Rik	3	C4orf3	4
Arap2	5	ARAP2	4
Epop	11	EPOP	17
Gpr52	1	GPR52	1
Gm24263	19	RNU6-806P	5
2610528A11Rik	14	C10orf99	10
Far2	6	FAR2	12
Olfr726	14	OR4K15	14
Prkcb	7	PRKCB	16
Pcdhb10	18	PCDHB5	5
Cltb	13	CLTB	5
Gkn2	6	GKN2	2
Slamf1	1	SLAMF1	1
Olfr487	7	OR5P2	11
Rassf8	6	RASSF8	12
Gjc2	11	GJC2	1
Optc	1	OPTC	1
Gm23205	18	RNU6-314P	17
Lmntd1	6	LMNTD1	12
Gpr179	11	GPR179	17
Hnrnpr	4	HNRNPR	1
Olfr679	7	OR56A3	11
Fkbp8	8	FKBP8	19
Krt28	11	KRT28	17
Vps25	11	VPS25	17
Gm25699	16		1
Gm25699	16	RNVU1-25	1
Gm25699	16	RNVU1-26	1
Gm25699	16	RNVU1-24	1
Ankar	1	ANKAR	2
Insyn1	9	INSYN1	15
Bnip3	7	BNIP3	10
Olfr704	7	OR2AG1	11
Tarbp2	15	TARBP2	12
Mrps15	4	MRPS15	1
Carf	1	CARF	2
Id2	12	ID2	2
Eral1	11	ERAL1	17
Gm24265	5	RNU4-1	12
Ampd2	3	AMPD2	1
	8	RN7SKP164	2
	8	RN7SKP91	1
Gm25552	X	RNU6-709P	10
Pramel47	5	PRAMEF12	1
Pramel47	5	PRAMEF15	1
Pramel47	5	PRAMEF14	1
Pramel47	5	PRAMEF19	1
Pramel47	5	PRAMEF17	1
Pramel47	5	PRAMEF20	1
Pramel47	5	PRAMEF27	1
Pramel47	5	PRAMEF25	1
Pramel47	5	PRAMEF9	1
Pramel47	5	PRAMEF26	1
Gtf2e1	16	GTF2E1	3
Gm24523	15		2
Gcn1	5	GCN1	12
2410004B18Rik	3	C1orf52	1
Cnot3	7	CNOT3	19
Gm24631	9	RNU6-1176P	1
Cnep1r1	8	CNEP1R1	16
Gm22866	9	RNU1-74P	1
Pdk1	2	PDK1	2
Zfp993	4	ZNF34	8
Fam221a	6	FAM221A	7
Defa38	8	DEFA1	8
Defa38	8	DEFA1B	8
Krtap1-5	11	KRTAP1-5	17
Krtap1-5	11	KRTAP1-3	17
Krtap1-5	11	KRTAP1-1	17
Krtap1-5	11	KRTAP1-4	17
Zfp105	9	ZNF35	3
Rbm15	3	RBM15	1
Gps1	11	GPS1	17
Tmem220	11	TMEM220	17
Dvl1	4	DVL1	1
Dhx34	7	DHX34	19
Lrrtm1	6	LRRTM1	2
Grm2	9	GRM2	3
Gm25518	2	RNU6-169P	2
Engase	11	ENGASE	17
Srd5a1	13	SRD5A1	5
Gprc5a	6	GPRC5A	12
Mxra8	4	MXRA8	1
Cr2	1	CR2	1
Gm25260	6	RNU1-70P	3
Gstm4	3	GSTM4	1
Arhgef5	6	ARHGEF5	7
Rel	11	REL	2
Eif2b4	5	EIF2B4	2
Med25	7	MED25	19
Igsf8	1	IGSF8	1
4933434E20Rik	3	C1orf43	1
Klhl38	15	KLHL38	8
Pan2	10	PAN2	12
Gm7694	1		1
Gamt	10	GAMT	19
n-R5s123	8	RNA5S16	1
Mir34b	9	MIR34B	11
Prorp	12	PRORP	14
Prorp	12		14
Rnaseh2a	8	RNASEH2A	19
Map3k12	15	MAP3K12	12
St3gal6	16	ST3GAL6	3
Aplnr	2	APLNR	11
Dnajb11	16	DNAJB11	3
Tigd5	15	TIGD5	8
Phf13	4	PHF13	1
Nckap5	1	NCKAP5	2
Gm22331	1		5
Ssh3	19	SSH3	11
Srrm2	17	SRRM2	16
Serpine2	1	SERPINE2	2
Zfp804a	2	ZNF804A	2
Gm12666	4	LARP7	4
Crtc3	7	CRTC3	15
Shisa6	11	SHISA6	17
Olfr1497	19	OR9Q2	11
V1ra8	6	VN1R5	1
Dctn4	18	DCTN4	5
	1	RNU6-1265P	1
Btbd17	11	BTBD17	17
Pcf11	7	PCF11	11
Zbtb32	7	ZBTB32	19
Pbld2	10	PBLD	10
Ccdc14	16	CCDC14	3
Tapbp	17	TAPBP	6
D11Wsu47e	11	C17orf80	17
Nobox	6	NOBOX	7
Csde1	3	CSDE1	1
Trim65	11	TRIM65	17
Apof	10	APOF	12
Hao2	3	HAO2	1
Gm9639	10	KRTAP4-5	17
Gm9639	10	KRTAP9-1	17
Olfr1391	11	OR2Y1	5
Acsf2	11	ACSF2	17
Letmd1	15	LETMD1	12
Rnf217	10	RNF217	6
Gm12789	4	PRAMEF12	1
Gm12789	4	PRAMEF15	1
Gm12789	4	PRAMEF14	1
Gm12789	4	PRAMEF19	1
Gm12789	4	PRAMEF17	1
Gm12789	4	PRAMEF20	1
Gm12789	4	PRAMEF27	1
Gm12789	4	PRAMEF25	1
Gm12789	4	PRAMEF9	1
Gm12789	4	PRAMEF26	1
Them5	3	THEM5	1
Tmem132b	5	TMEM132B	12
Phtf1	3	PHTF1	1
Hsd3b1	3	HSD3B2	1
Hsd3b1	3	HSD3B1	1
Grem1	2	GREM1	15
Clstn2	9	CLSTN2	3
Vipas39	12	VIPAS39	14
Lrif1	3	LRIF1	1
Ubb	11	UBB	17
Cnn3	3	CNN3	1
Gm24927	16	RNU6-143P	3
Gng4	13	GNG4	1
	2	RNU6-243P	3
Igkv5-43	6	IGKV6-21	2
Igkv5-43	6	IGKV6D-21	2
Igkv5-43	6	IGKV6D-41	2
Gm24165	2		2
Il12a	3	IL12A	3
Rnf208	2	RNF208	9
Gak	5	GAK	4
Tecr	8	TECR	19
Riiad1	3	RIIAD1	1
Olfr1102	2	OR5T1	11
Olfr1102	2	OR5T3	11
Crip3	17	CRIP3	6
Etv2	7	ETV2	19
Rergl	6	RERGL	12
Vash2	1	VASH2	1
Sema3d	5	SEMA3D	7
Dnah9	11	DNAH9	17
	1	BECN2	1
Epx	11	EPX	17
Ppp1r16a	15	PPP1R16A	8
Ufl1	4	UFL1	6
Stk11	10	STK11	19
Eps8l2	7	EPS8L2	11
Scnn1a	6	SCNN1A	12
	1	SNORD20	2
Gm45618	7	KRTAP2-3	17
Gm45618	7	KRTAP2-4	17
Gm45618	7	KRTAP4-16	17
Gm45618	7	KRTAP4-11	17
Gm45618	7	KRTAP4-5	17
Gm45618	7	KRTAP4-4	17
Gm45618	7	KRTAP2-1	17
Gm45618	7	KRTAP2-2	17
Gm45618	7	KRTAP4-8	17
Gm45618	7	KRTAP4-1	17
Gm45618	7	KRTAP4-9	17
Gm45618	7	KRTAP9-1	17
Gm22858	17	SNORD53B	2
Chrm3	13	CHRM3	1
Gm22502	2	RNU6-1180P	2
Rexo1	10	REXO1	19
Dlat	9	DLAT	11
Gm5771	6	PRSS1	7
Gm5771	6	PRSS2	7
Spink8	9	SPINK8	3
2210016L21Rik	5	C12orf43	12
Gm26143	7	RNU6-415P	15
Lrrn2	1	LRRN2	1
Rab7	6	RAB7A	3
Olfr1428	19	OR4D6	11
Csn3	5	CSN3	4
Adgrg1	8	ADGRG1	16
Ccdc9b	2	CCDC9B	15
Gramd1c	16	GRAMD1C	3
Tfpt	7	TFPT	19
Kng1	16	KNG1	3
Gm23864	17	RNU6-910P	3
Olfr1029	2	OR5M11	11
Amotl2	9	AMOTL2	3
Taf1c	8	TAF1C	16
Zfp607b	7	ZNF780A	19
Ccdc92	5	CCDC92	12
Mrgpra3	7	MRGPRX3	11
Mrgpra3	7	MRGPRX2	11
Mrgpra3	7	MRGPRX1	11
Oas1a	5	OAS1	12
Nek1	8	NEK1	4
Spty2d1	7	SPTY2D1	11
Nlgn1	3	NLGN1	3
Otp	13	OTP	5
Loxl3	6	LOXL3	2
Plekhf1	7	PLEKHF1	19
Defa23	8	DEFA1	8
Defa23	8	DEFA1B	8
Rnf41	10	RNF41	12
Sec16b	1	SEC16B	1
Pcdhga7	18	PCDHGA7	5
Kcnf1	12	KCNF1	2
Isg20l2	3	ISG20L2	1
	1	RNU2-20P	3
Helb	10	HELB	12
Pramel42	5	PRAMEF12	1
Pramel42	5	PRAMEF15	1
Pramel42	5	PRAMEF14	1
Pramel42	5	PRAMEF19	1
Pramel42	5	PRAMEF17	1
Pramel42	5	PRAMEF20	1
Pramel42	5	PRAMEF27	1
Pramel42	5	PRAMEF25	1
Pramel42	5	PRAMEF9	1
Pramel42	5	PRAMEF26	1
Cnpy3	17	CNPY3	6
Art4	6	ART4	12
Vps26b	9	VPS26B	11
Slc41a2	10	SLC41A2	12
Arih2	9	ARIH2	3
Olfr693	7	OR2AG1	11
Cdr2	7	CDR2	16
Pacrg	17	PACRG	6
Cntn5	9	CNTN5	11
Gm5591	7	C2orf78	2
Tnfrsf1a	6	TNFRSF1A	12
Adprs	4	ADPRS	1
Flvcr1	1	FLVCR1	1
Ndrg4	8	NDRG4	16
Olfr518	7	OR10A3	11
Olfr518	7	OR10A6	11
Tor1aip2	1	TOR1AIP2	1
Csad	15	CSAD	12
Gm52993	7	C19orf84	19
Gm45799	7		11
Gm45799	7	TIMM10B	11
Myl6b	10	MYL6B	12
Tmem219	7	TMEM219	16
Pramel27	4	PRAMEF12	1
Pramel27	4	PRAMEF15	1
Pramel27	4	PRAMEF14	1
Pramel27	4	PRAMEF19	1
Pramel27	4	PRAMEF17	1
Pramel27	4	PRAMEF20	1
Pramel27	4	PRAMEF27	1
Pramel27	4	PRAMEF25	1
Pramel27	4	PRAMEF9	1
Pramel27	4	PRAMEF26	1
Smg7	1	SMG7	1
Ncoa1	12	NCOA1	2
Raph1	1	RAPH1	2
Fn3k	11	FN3K	17
Gm22087	10	RNU6-725P	1
Zbtb16	9	ZBTB16	11
Stard10	7	STARD10	11
3830406C13Rik	14	C3orf14	3
Marveld3	8	MARVELD3	16
Prr23a2	9	PRR23A	3
Prr23a2	9	PRR23B	3
Prr23a2	9	PRR23C	3
BC055324	1	C1orf112	1
Neurl4	11	NEURL4	17
Csf1	3	CSF1	1
Mrgprx2	7	MRGPRX3	11
Mrgprx2	7	MRGPRX2	11
Mrgprx2	7	MRGPRX1	11
Ntf5	7	NTF4	19
Kcnt2	1	KCNT2	1
Gm21992	19	RBM4	11
Slc25a39	11	SLC25A39	17
Gm45337	7	KRTAP5-8	11
Gm18596	10	KRTAP4-5	17
Gm18596	10	KRTAP9-1	17
Gm24630	5	RNU6-160P	1
Olfr145	9	OR8B8	11
Tnfaip6	2	TNFAIP6	2
Zfp869	8		19
Trex1	9	TREX1	3
Ncf2	1	NCF2	1
Casp1	9	CASP1	11
Casp1	9	CARD16	11
Exosc5	7	EXOSC5	19
Synrg	11	SYNRG	17
Tm4sf19	16	TM4SF19-DYNLT2B	3
Tm4sf19	16	TM4SF19	3
Olfr1387	11	OR2Y1	5
Ugt1a2	1	UGT1A4	2
Ugt1a2	1	UGT1A3	2
Ugt1a2	1	UGT1A5	2
Trim5	7	TRIM5	11
Ndufb9	15	NDUFB9	8
Nphs2	1	NPHS2	1
Socs1	16	SOCS1	16
Stfa2l1	16	CSTA	3
AU022252	4	C1orf50	1
Olfr1098	2	OR8H2	11
Olfr1098	2	OR8H1	11
Dyrk3	1	DYRK3	1
Nrbp1	5	NRBP1	2
Ndufb3	1	NDUFB3	2
Pramel48	5	PRAMEF12	1
Pramel48	5	PRAMEF15	1
Pramel48	5	PRAMEF14	1
Pramel48	5	PRAMEF19	1
Pramel48	5	PRAMEF17	1
Pramel48	5	PRAMEF20	1
Pramel48	5	PRAMEF27	1
Pramel48	5	PRAMEF25	1
Pramel48	5	PRAMEF9	1
Pramel48	5	PRAMEF26	1
Olfr1212	2	OR4C15	11
Khdc1c	1	KHDC1	6
Ager	17	AGER	6
Timm44	8	TIMM44	19
Acbd3	1	ACBD3	1
Pcdha8	18	PCDHA7	5
Pcdha8	18	PCDHA9	5
Chd1l	3	CHD1L	1
Rpap1	2	RPAP1	15
Fignl2	15	FIGNL2	12
Gm7138	10	KRTAP4-5	17
Gm7138	10	KRTAP9-1	17
Med13l	5	MED13L	12
Gm22359	X	RNU6-1240P	1
Krt10	11	KRT10	17
Dmbx1	4	DMBX1	1
Dlg2	7	DLG2	11
Dag1	9	DAG1	3
Cntnap1	11	CNTNAP1	17
Septin1	7	SEPTIN1	16
Atp8b3	10	ATP8B3	19
Pcdhac1	18	PCDHAC1	5
Dcstamp	15	DCSTAMP	8
Ggt6	11	GGT6	17
Gm23331	5	RNU6-448P	5
Myh3	11	MYH3	17
Pithd1	4	PITHD1	1
Prss33	17	PRSS33	16
Ramp2	11	RAMP2	17
Insl3	8	INSL3	19
Vmn1r9	6	VN1R5	1
Spocd1	4	SPOCD1	1
Olfr1020	2	OR5AP2	11
Set	2	SETSIP	1
Qpctl	7	QPCTL	19
Sult1c2	17	SULT1C2	2
Slc2a1	4	SLC2A1	1
Ksr1	11	KSR1	17
Tmem150a	6	TMEM150A	2
Retsat	6	RETSAT	2
Ndufa12	10	NDUFA12	12
Ect2	3	ECT2	3
Zscan5b	7	ZSCAN5B	19
Zscan5b	7	ZSCAN5A	19
Zscan5b	7	ZSCAN5C	19
Ints4	7	INTS4	11
Mme	3	MME	3
Hpx	7	HPX	11
Klhl21	4	KLHL21	1
4932438A13Rik	3	KIAA1109	4
Zfp944	17	ZNF34	8
Naprt	15	NAPRT	8
Retnla	16	RETNLB	3
Ddx42	11	DDX42	17
Mrps7	11	MRPS7	17
Rgl3	9	RGL3	19
Abcf2	5	ABCF2-H2BE1	7
Olfr786	10	OR6C1	12
Ficd	5	FICD	12
Akap7	10	AKAP7	6
	GL456212.1	SP110	2
Igkv6-25	6	IGKV4-1	2
Ces2b	8	CES2	16
Cdx1	18	CDX1	5
Itgb1bp1	12	ITGB1BP1	2
Wbp1	6	WBP1	2
Nat8f5	6	NAT8	2
Nat8f5	6	NAT8B	2
H3c10	13	H3C7	6
Hnrnpa0	13	HNRNPA0	5
Tbcd	11	TBCD	17
Trh	6	TRH	3
Krr1	10	KRR1	12
	16	RN7SKP45	3
Mfge8	7	MFGE8	15
Ctse	1	CTSE	1
Epp13	7	EDDM13	19
Snora23	7	SNORA23	11
Smco3	6	SMCO3	12
Exo1	1	EXO1	1
Hdac5	11	HDAC5	17
Cfap20dc	14	CFAP20DC	3
Sh2d7	9	SH2D7	15
Klk1b27	7	KLK3	19
Pank1	19	PANK1	10
Gm25867	11	RNU6-1046P	14
Olfr1465	19	OR5B3	11
Pidd1	7	PIDD1	11
Efcab14	4	EFCAB14	1
Tmem238l	11	TMEM238L	17
Gbp10	5	GBP6	1
Mthfr	4	MTHFR	1
Tmem106c	15	TMEM106C	12
Jrkl	9	JRKL	11
Cfap206	4	CFAP206	6
Cfap206	4		6
Maml3	3	MAML3	4
Adipoq	16	ADIPOQ	3
Avl9	6	AVL9	7
Ttc27	17	TTC27	2
Flt3l	7	FLT3LG	19
Cyp4v3	8	CYP4V2	4
Cisd3	11	CISD3	17
Dtx3l	16	DTX3L	3
Ccdc142	6	CCDC142	2
Snora78	17		11
Snora78	17	SNORA78	16
Snora78	17		1
Ces3b	8	CES3	16
Zfp768	7	ZNF768	16
	6	RNU6-942P	2
Scn1b	7	SCN1B	19
Actl9	17	ACTL9	19
Nat14	7	NAT14	19
Ptcd3	6	PTCD3	2
Gm23561	8		3
Pus7l	15	PUS7L	12
Dnajc19	3	DNAJC19	3
Mfsd2b	12	MFSD2B	2
Gata4	14	GATA4	8
Adgrl1	8	ADGRL1	19
Hspe1	1	HSPE1	2
Tnfrsf14	4	TNFRSF14	1
Obsl1	1	OBSL1	2
Myo7b	18	MYO7B	2
Krt20	11	KRT20	17
Gnpat	8	GNPAT	1
Tmbim4	10		12
Tmbim4	10	TMBIM4	12
Dnah5	15	DNAH5	5
Dnajc13	9	DNAJC13	3
Rhot1	11	RHOT1	17
Sncaip	18	SNCAIP	5
Plbd1	6	PLBD1	12
Slc16a11	11	SLC16A11	17
Magi1	6	MAGI1	3
Mfn2	4	MFN2	1
Gm25186	13	RNU6-915P	2
Tmub2	11	TMUB2	17
Fam78b	1	FAM78B	1
Clk3	9	CLK3	15
Snord68	8	SNORD68	16
Lman2	13	LMAN2	5
H3f3a	1	H3-3A	1
Slc38a7	8	SLC38A7	16
Zfp978	4	ZNF34	8
Gucy2c	6	GUCY2C	12
Mnt	11	MNT	17
Akap1	11	AKAP1	17
Amhr2	15	AMHR2	12
Arl14epl	18	ARL14EPL	5
Lonp1	17	LONP1	19
Vmn1r239-ps	X	VN1R5	1
Scn1a	2	SCN1A	2
Arl8b	6	ARL8B	3
Prl2c5	13	PRL	6
BC051019	7	C11orf16	11
Oprd1	4	OPRD1	1
Usp54	14	USP54	10
Cnot8	11	CNOT8	5
Lamc2	1	LAMC2	1
Fam131b	6	FAM131B	7
Fbxo3	2	FBXO3	11
Slc25a2	18	SLC25A2	5
P4htm	9	P4HTM	3
Ankrd31	13	ANKRD31	5
Arhgef3	14	ARHGEF3	3
Tmem79	3	TMEM79	1
Lrrc3c	11	LRRC3C	17
Mir214	1	MIR214	1
Epha4	1	EPHA4	2
Gm22455	9	SNORD18C	15
Fbxw9	8	FBXW9	19
Capn2	1	CAPN2	1
Khdc1a	1	KHDC1	6
Zfp946	17	ZNF34	8
Myo1h	5	MYO1H	12
Pcdhgb2	18	PCDHGB2	5
Ccser1	6	CCSER1	4
Cand2	6	CAND2	3
Nacc1	8	NACC1	19
Sdha	13		5
Sdha	13	SDHA	5
Sh2d2a	3	SH2D2A	1
Igkv8-24	6	IGKV4-1	2
Themis	10	THEMIS	6
Kctd5	17	KCTD5	16
Odf3l2	10	ODF3L2	19
Tatdn2	6		3
Tatdn2	6	TATDN2	3
Plod1	4	PLOD1	1
Ankrd11	8	ANKRD11	16
Nfix	8	NFIX	19
Tomm20	8	TOMM20	1
Aatf	11	AATF	17
Tmem39b	4	TMEM39B	1
Psmd7	8	PSMD7	16
Grifin	5	GRIFIN	7
Rpsa	9	RPSAP58	19
Rpsa	9	RPSA	3
Gm7298	6	CPAMD8	19
H4c4	13	H4C8	6
Slfn8	11	SLFN13	17
Sorcs1	19	SORCS1	10
Gjc1	11	GJC1	17
Hsd3b2	3	HSD3B2	1
Hsd3b2	3	HSD3B1	1
Them4	3	THEM4	1
Mir292	7	MIR371A	19
Gipc3	10	GIPC3	19
Rpl3l	17	RPL3L	16
Naxe	3	NAXE	1
Pdhx	2	PDHX	11
Zyx	6	ZYX	7
Spag9	11	SPAG9	17
Pira1	7	LILRA6	19
Pira1	7	LILRB5	19
Pira1	7	LILRB3	19
Pira1	7	LILRA5	19
Pira1	7	LILRA4	19
Kifc1	17	KIFC1	6
Arl16	11	ARL16	17
Man2c1	9	MAN2C1	15
Fbxl17	17	FBXL17	5
H2-Eb2	17	HLA-DRB5	6
H2-Eb2	17	HLA-DRB1	6
Zeb2	2	ZEB2	2
Olfr1293-ps	2	OR4F4	15
Olfr1293-ps	2	OR4F17	19
Olfr1293-ps	2	OR4F5	1
Prox1	1	PROX1	1
Zfp266	9	ZNF266	19
BC034090	1	KIAA1614	1
Rab4a	8	RAB4A	1
Pycr2	1		1
Pycr2	1	PYCR2	1
Leng8	7	LENG8	19
Klhdc1	12	KLHDC1	14
Cobll1	2	COBLL1	2
Slc13a2	11	SLC13A2	17
Phlpp2	8	PHLPP2	16
Hoxa7	6	HOXA7	7
Ms4a4a	19	MS4A4E	11
Snord104	11	SNORD104	17
Banp	8	BANP	16
	17	RN7SKP283	2
Ankrd28	14	ANKRD28	3
Lrrc8b	5	LRRC8B	1
Nip7	8	NIP7	16
Ubc	5	UBC	12
Ate1	7	ATE1	10
Mier2	10	MIER2	19
Larp4	15	LARP4	12
Olfr721-ps1	14	OR2T35	1
Olfr721-ps1	14	OR2T2	1
Tmem237	1	TMEM237	2
Stx2	5	STX2	12
Mir181c	8	MIR181C	19
Sebox	11	SEBOX	17
Cyb561d2	9	CYB561D2	3
Trim33	3	TRIM33	1
Lox	18	LOX	5
Cep120	18	CEP120	5
Syt15	14		10
Syt15	14	SYT15	10
Brk1	6	BRK1	3
Myot	18	MYOT	5
Unc50	1	UNC50	2
Olfr1217	2	OR4C15	11
Defa3	8	DEFA1	8
Defa3	8	DEFA1B	8
Amh	10	AMH	19
Cbfb	8	CBFB	16
Erlec1	11	ERLEC1	2
Trak1	9	TRAK1	3
Olfr1087	2	OR8K3	11
Fam13b	18	FAM13B	5
Larp4b	13	LARP4B	10
Gm23093	11	RNU6-299P	5
Gm23093	11	RNU6-572P	5
Gm23093	11	RNU6-947P	1
Cdc25a	9	CDC25A	3
Mir181a-1	1	MIR181A1	1
Gm26478	2	RNU4-48P	2
Mfsd12	10	MFSD12	19
Akp3	1	ALPP	2
Akp3	1	ALPG	2
Akp3	1	ALPI	2
Adora1	1	ADORA1	1
Gab1	8	GAB1	4
Cdh15	8	CDH15	16
Tuba4a	1	TUBA4A	2
Madcam1	10	MADCAM1	19
Pygo2	3	PYGO2	1
Defa40	8	DEFA1	8
Defa40	8	DEFA1B	8
Uqcrc1	9	UQCRC1	3
Cript	17	CRIPT	2
Plekhg4	8	PLEKHG4	16
Plcd4	1	PLCD4	2
Ddah1	3	DDAH1	1
Zfp608	18	ZNF608	5
Selenok	14	SELENOK	3
Olfr1082	2	OR8K3	11
Grhl1	12	GRHL1	2
B3gntl1	11	B3GNTL1	17
Abl2	1	ABL2	1
Islr2	9	ISLR2	15
Rbm33	5	RBM33	7
Mir200b	4	MIR200B	1
Defa27	8	DEFA1	8
Defa27	8	DEFA1B	8
Ppp2r2b	18	PPP2R2B	5
Olfr780	10	OR6C68	12
Rad51ap1	6	RAD51AP1	12
1700016C15Rik	1	C1orf100	1
Tnfrsf23	7	TNFRSF10B	8
Tnfrsf23	7	TNFRSF10C	8
Tnfrsf23	7	TNFRSF10D	8
Gpx6	13	GPX6	6
Cers2	3	CERS2	1
Mst1r	9	MST1R	3
Oscp1	4	OSCP1	1
Fads6	11	FADS6	17
Mbd4	6	MBD4	3
	17	RNVU1-25	1
	17	RNVU1-26	1
	17	RNVU1-24	1
BC049352	9	SMIM35	11
Rbm12b2	4	RBM12B	8
Lin52	12	LIN52	14
Ercc4	16	ERCC4	16
Ythdf2	4	YTHDF2	1
Trim39	17	TRIM39	6
Unc13b	4	UNC13B	9
Dhx36	3	DHX36	3
Cdcp2	4	CDCP2	1
Mat2a	6	MAT2A	2
Gm50367	17	ANTKMT	16
Olfr1390	11	OR2Y1	5
Olfr1303	2	OR4F21	8
Olfr1303	2	OR4F29	1
Olfr1303	2	OR4F16	1
Sptbn4	7	SPTBN4	19
Traf3ip3	1	TRAF3IP3	1
Ripply2	9	RIPPLY2	6
Mrps21	3	MRPS21	1
Gm24754	16	RNU6-804P	5
Ldb3	14	LDB3	10
Tarbp1	8	TARBP1	1
Aplp1	7	APLP1	19
Nr5a2	1	NR5A2	1
Npw	17	NPW	16
Canx	11	CANX	5
Brme1	8	BRME1	19
Cd209a	8	CD209	19
Reg4	3	REG4	1
Tnfaip8l1	17	TNFAIP8L1	19
Bdp1	13	BDP1	5
Lrrc10b	19	LRRC10B	11
Zfp142	1	ZNF142	2
Lrrtm3	10	LRRTM3	10
Pgpep1	8	PGPEP1	19
Rd3	1	RD3	1
Olfr571	7	OR51S1	11
Olfr802	10	OR6C1	12
Gm26371	15	RNU6-282P	2
Sema4b	7	SEMA4B	15
Plekha6	1	PLEKHA6	1
Sik3	9	SIK3	11
Hnrnpu	1	HNRNPU	1
Gprc5d	6	GPRC5D	12
Tnfrsf25	4	TNFRSF25	1
Tspan2	3	TSPAN2	1
Psma5	3	PSMA5	1
Fn3krp	11	FN3KRP	17
Dusp11	6	DUSP11	2
Olfr492	7	OR5P2	11
4930444P10Rik	1	C8orf89	8
Tirap	9	TIRAP	11
Tmem247	17	TMEM247	2
Ghrl	6	GHRL	3
Gfy	7	GFY	19
Cdc14b	13	CDC14C	7
Igfbp3	11	IGFBP3	7
Vmn1r36	6	VN1R5	1
Pwwp3a	10	PWWP3A	19
Gstm3	3	GSTM1	1
Gm22571	9		15
Bend6	1	BEND6	6
Actrt3	3	ACTRT3	3
Ints9	14	INTS9	8
	1	RNU6-986P	2
Igkv16-104	6	IGKV1-6	2
Igkv16-104	6	IGKV1-9	2
Igkv16-104	6	IGKV1-17	2
Igkv16-104	6	IGKV1-37	2
Igkv16-104	6	IGKV1D-37	2
Igkv16-104	6	IGKV1D-42	2
