human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
ST3GAL5	2	protein	transmembrane, transmembrane_sosui, transmembrane_phobius, intracellular, transmembrane_tmhmm, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	6	TRUE	UniProt, Almen2009, LOCATE, OmniPath, GO_Intercell, ComPPI, Ramilowski_location, Phobius	FALSE	NA
ST3GAL6	3	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	6	TRUE	LOCATE, Phobius, OmniPath, GO_Intercell, UniProt, Ramilowski_location, TopDB	FALSE	NA
ST6GAL1	3	protein	transmembrane, intracellular, extracellular, plasma_membrane, cell_adhesion, secreted, cell_surface_ligand, cell_surface, adhesion	transmembrane, intracellular, extracellular, plasma_membrane, cell_adhesion, secreted, cell_surface_ligand, cell_surface, adhesion	5	TRUE	OmniPath, UniProt, LOCATE, TopDB, Cellinker, HPA_secretome, connectomeDB2020, GO_Intercell	FALSE	NA
ST6GAL2	2	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	5	TRUE	GO_Intercell, ComPPI, UniProt, TopDB, OmniPath, Phobius, Ramilowski_location	FALSE	NA
ST6GALNAC1	17	protein	transmembrane, intracellular	transmembrane, intracellular	5	TRUE	TopDB, OmniPath, LOCATE, GO_Intercell, UniProt	FALSE	NA
ST6GALNAC2	17	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, UniProt, GO_Intercell	FALSE	NA
ST6GALNAC3	1	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
ST6GALNAC4	9	protein	transmembrane_tmhmm, intracellular, transmembrane, transmembrane_sosui, transmembrane_predicted, transmembrane_phobius	transmembrane_predicted, intracellular, transmembrane	5	TRUE	Almen2009, UniProt, ComPPI, LOCATE, GO_Intercell, Phobius, OmniPath	FALSE	NA
ST6GALNAC5	1	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
ST6GALNAC6	9	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	4	TRUE	OmniPath, GO_Intercell, UniProt, ComPPI, Ramilowski_location, Phobius	FALSE	NA
ST7	7	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	TRUE	OmniPath, UniProt, ComPPI, Phobius, Ramilowski_location	FALSE	NA
ST7L	1	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	4	TRUE	ComPPI, OmniPath, Ramilowski_location, Phobius, UniProt	FALSE	NA
ST8SIA1	12	protein	transmembrane_predicted, transmembrane, transmembrane_tmhmm, intracellular, transmembrane_sosui	transmembrane, transmembrane_predicted, intracellular	5	TRUE	OmniPath, LOCATE, UniProt, Almen2009, GO_Intercell, Phobius	FALSE	NA
ST8SIA2	15	protein	transmembrane, extracellular, intracellular	transmembrane, extracellular, intracellular	3	TRUE	UniProt, LOCATE, ComPPI, OmniPath, GO_Intercell	FALSE	NA
ST8SIA3	18	protein	transmembrane, intracellular, transmembrane_predicted, transmembrane_sosui, transmembrane_tmhmm, transmembrane_phobius	transmembrane, intracellular, transmembrane_predicted	5	TRUE	OmniPath, UniProt, LOCATE, Almen2009, Phobius, GO_Intercell	FALSE	NA
ST8SIA4	5	protein	transmembrane, intracellular, extracellular	transmembrane, intracellular, extracellular	3	TRUE	UniProt, LOCATE, GO_Intercell, OmniPath	FALSE	NA
ST8SIA5	18	protein	transmembrane, intracellular, transmembrane_predicted, transmembrane_sosui, transmembrane_tmhmm, transmembrane_phobius	transmembrane, intracellular, transmembrane_predicted	6	TRUE	Ramilowski_location, GO_Intercell, OmniPath, UniProt, Almen2009, ComPPI, LOCATE, Phobius	FALSE	NA
ST8SIA6	10	protein	intracellular, transmembrane	intracellular, transmembrane	4	TRUE	OmniPath, UniProt, LOCATE, GO_Intercell	FALSE	NA
STAB1	3	protein	cell_adhesion, transmembrane_tmhmm, adhesion, transmembrane_phobius, receptor, cell_surface, intracellular, transmembrane, plasma_membrane, transmembrane_predicted, scavenger, plasma_membrane_transmembrane, scar, class_h	cell_adhesion, transmembrane_predicted, adhesion, receptor, cell_surface, intracellular, transmembrane, plasma_membrane, plasma_membrane_transmembrane	6	TRUE	OmniPath, Almen2009, Cellinker, Surfaceome, GO_Intercell, Ramilowski_location, UniProt, CSPA, HGNC, MCAM, Membranome, CellCellInteractions, Phobius, TopDB, ComPPI	FALSE	NA
STAB2	12	protein	transferrin, transmembrane_phobius, receptor, other_receptor_family, scavenger, extracellular, transmembrane, plasma_membrane, intracellular, adhesion, cell_surface, class_h, transmembrane_tmhmm, transmembrane_predicted, transmembrane_sosui, scar, plasma_membrane_transmembrane	receptor, transmembrane_predicted, extracellular, transmembrane, plasma_membrane, intracellular, adhesion, cell_surface, plasma_membrane_transmembrane	6	TRUE	HPMR, Almen2009, CellCellInteractions, HGNC, Phobius, Surfaceome, UniProt, CellTalkDB, OmniPath, ComPPI, GO_Intercell, MCAM, TopDB, DGIdb, Membranome, Ramilowski_location	FALSE	NA
STAC	3	protein	ion_channel, intracellular, plasma_membrane, transporter	ion_channel, intracellular, plasma_membrane, transporter	3	FALSE	OmniPath, UniProt, DGIdb, GO_Intercell, ComPPI	FALSE	NA
STAC2	17	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
STAC3	12	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
STAG1	3	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, OmniPath, UniProt, GO_Intercell	FALSE	NA
STAG2	X	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
STAG3	7	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
STAM	10	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
STAM2	2	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, LOCATE, UniProt	FALSE	NA
STAMBP	2	protein	intracellular	intracellular	3	FALSE	UniProt, LOCATE, ComPPI, GO_Intercell, OmniPath	FALSE	NA
STAMBPL1	10	protein	intracellular	intracellular	2	FALSE	OmniPath, LOCATE, GO_Intercell, ComPPI	FALSE	NA
STAP1	4	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
STAP2	19	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	FALSE	NA
STAR	8	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
STARD10	11	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
STARD13	13	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, OmniPath, ComPPI, UniProt	FALSE	NA
STARD3	17	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	6	TRUE	TopDB, UniProt, OmniPath, LOCATE, GO_Intercell, ComPPI, Phobius, Ramilowski_location	FALSE	NA
STARD3NL	7	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	6	TRUE	TopDB, Phobius, GO_Intercell, UniProt, OmniPath, LOCATE, ComPPI, Ramilowski_location	FALSE	NA
STARD4	5	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
STARD5	15	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath, LOCATE	FALSE	NA
STARD7	2	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
STARD8	X	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	FALSE	NA
STAT1	2	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt, LOCATE	TRUE	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;ENCODE-distal;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;CytReg_CollecTRI;ENCODE-proximal;ReMap_DoRothEA;SIGNOR;SIGNOR_CollecTRI;ORegAnno_DoRothEA;ARACNe-GTEx_DoRothEA;FANTOM4_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;GEREDB_CollecTRI;JASPAR_DoRothEA;Pavlidis2021_CollecTRI;ORegAnno;GOA_CollecTRI;IntAct_CollecTRI;TRRD_DoRothEA;KEGG-MEDICUS
STAT2	12	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, LOCATE, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA;CytReg_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;ARACNe-GTEx_DoRothEA;ENCODE-proximal;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;TFactS_DoRothEA;FANTOM4_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;KEGG-MEDICUS;ENCODE-distal
STAT3	17	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, scConnect, OmniPath, UniProt, LOCATE, ComPPI	TRUE	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;IntAct_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;SIGNOR;SIGNOR_CollecTRI;ENCODE-proximal;GEREDB_CollecTRI;Pavlidis2021_CollecTRI;FANTOM4_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;KEGG-MEDICUS;HOCOMOCO_DoRothEA;CytReg_CollecTRI;GOA_CollecTRI;ORegAnno_DoRothEA;IntAct_CollecTRI;ReMap_DoRothEA;PAZAR_DoRothEA;ENCODE-distal;ORegAnno
STAT4	2	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, LOCATE, GO_Intercell, OmniPath	TRUE	CollecTRI;ExTRI_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;FANTOM4_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;CytReg_CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;IntAct_DoRothEA;HOCOMOCO_DoRothEA;KEGG-MEDICUS;TFactS_CollecTRI
STAT5A	17	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt, LOCATE	TRUE	CollecTRI;ExTRI_CollecTRI;KEGG-MEDICUS;ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI;TRED_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;CytReg_CollecTRI;TFactS_DoRothEA;TRRD_DoRothEA;Pavlidis2021_CollecTRI;IntAct_DoRothEA;FANTOM4_DoRothEA;GOA_CollecTRI
STAT5B	17	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, LOCATE, GO_Intercell, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;KEGG-MEDICUS;TFactS_CollecTRI;NTNU.Curated_CollecTRI;CytReg_CollecTRI;DoRothEA;ReMap_DoRothEA;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;HOCOMOCO_DoRothEA;TFactS_DoRothEA;ARACNe-GTEx_DoRothEA;IntAct_DoRothEA;TRRD_DoRothEA;Pavlidis2021_CollecTRI
STAT6	12	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, GO_Intercell, scConnect, LOCATE, ComPPI, UniProt	TRUE	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;NTNU.Curated_CollecTRI;FANTOM4_DoRothEA;IntAct_DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;SIGNOR_CollecTRI;SIGNOR;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_CollecTRI;ARACNe-GTEx_DoRothEA;Pavlidis2021_CollecTRI;KEGG-MEDICUS
STAU1	20	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, OmniPath, ComPPI	FALSE	NA
STAU2	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
STBD1	4	protein	transmembrane, plasma_membrane, intracellular	transmembrane, plasma_membrane, intracellular	3	TRUE	UniProt, OmniPath, GO_Intercell, ComPPI, LOCATE	FALSE	NA
STC1	8	protein	secreted, extracellular, ligand, intracellular, hormone	secreted, extracellular, ligand, intracellular	3	FALSE	HPA_secretome, UniProt, LOCATE, OmniPath, GO_Intercell, DGIdb, ComPPI	FALSE	NA
STC2	5	protein	ligand, intracellular, extracellular, secreted, hormone	ligand, intracellular, extracellular, secreted	3	FALSE	DGIdb, GO_Intercell, LOCATE, HPA_secretome, UniProt, ComPPI, OmniPath	FALSE	NA
STEAP1	7	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	6	TRUE	GO_Intercell, UniProt, OmniPath, Phobius, LOCATE, Ramilowski_location, OPM	FALSE	NA
STEAP1B	7	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	5	TRUE	UniProt, GO_Intercell, OmniPath, Ramilowski_location, LOCATE, Phobius	FALSE	NA
STEAP2	7	protein	intracellular, plasma_membrane, transmembrane	intracellular, plasma_membrane, transmembrane, transmembrane_predicted	5	TRUE	LOCATE, UniProt, OmniPath, Phobius, GO_Intercell, ComPPI, Ramilowski_location	FALSE	NA
STEAP3	2	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	6	TRUE	UniProt, OmniPath, TopDB, Phobius, ComPPI, LOCATE, GO_Intercell, Ramilowski_location	FALSE	NA
STEAP4	7	protein	transmembrane, intracellular, plasma_membrane, transporter, cell_surface, plasma_membrane_transmembrane, extracellular, steap	transmembrane, intracellular, plasma_membrane, transporter, cell_surface, plasma_membrane_transmembrane, extracellular, transmembrane_predicted	6	TRUE	UniProt, GO_Intercell, OmniPath, Ramilowski_location, Surfaceome, TopDB, Phobius, CSPA, OPM	FALSE	NA
STEEP1	X	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
STIL	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
STIM1	11	protein	intracellular, cell_surface, transmembrane_sosui, transmembrane, extracellular, transmembrane_tmhmm, transmembrane_phobius, plasma_membrane, transmembrane_predicted, plasma_membrane_transmembrane	intracellular, cell_surface, transmembrane_predicted, transmembrane, extracellular, plasma_membrane, plasma_membrane_transmembrane	7	TRUE	ComPPI, Surfaceome, OmniPath, Almen2009, Ramilowski_location, UniProt, GO_Intercell, Phobius, LOCATE, TopDB, CSPA	FALSE	NA
STIM2	4	protein	intracellular, transmembrane	intracellular, transmembrane	6	TRUE	UniProt, LOCATE, TopDB, Ramilowski_location, OmniPath, GO_Intercell	FALSE	NA
STIMATE	3	protein	transmembrane, cell_surface, intracellular, extracellular	transmembrane, cell_surface, intracellular, extracellular, transmembrane_predicted	5	TRUE	UniProt, OmniPath, LOCATE, GO_Intercell, Ramilowski_location, Phobius, ComPPI, Surfaceome	FALSE	NA
STING1	5	protein	plasma_membrane, transmembrane, receptor, intracellular	plasma_membrane, transmembrane, transmembrane_predicted, receptor, intracellular	5	TRUE	OmniPath, UniProt, Phobius, Ramilowski_location, scConnect, GO_Intercell, ComPPI, TopDB	FALSE	NA
STIP1	11	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
STK10	5	protein	receptor, plasma_membrane, intracellular	receptor, plasma_membrane, intracellular	2	FALSE	scConnect, OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
STK11	19	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, scConnect, ComPPI, OmniPath, UniProt, LOCATE	FALSE	NA
STK11IP	2	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
STK16	2	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, scConnect, GO_Intercell, LOCATE, UniProt, OmniPath	FALSE	NA
STK17B	2	protein	intracellular, receptor, plasma_membrane	intracellular, receptor, plasma_membrane	3	FALSE	LOCATE, OmniPath, UniProt, scConnect, ComPPI, GO_Intercell	FALSE	NA
STK19	6	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, UniProt, scConnect, OmniPath, GO_Intercell	FALSE	NA
STK24	13	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, OmniPath, LOCATE, ComPPI, GO_Intercell, scConnect	FALSE	NA
STK25	2	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI, scConnect	FALSE	NA
STK26	X	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, scConnect, UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
STK3	8	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	FALSE	NA
STK31	7	protein	intracellular, receptor	intracellular, receptor	2	FALSE	GO_Intercell, scConnect, OmniPath, ComPPI	FALSE	NA
STK32A	5	protein	plasma_membrane, receptor, intracellular	plasma_membrane, receptor, intracellular	2	FALSE	OmniPath, UniProt, scConnect, ComPPI, GO_Intercell	FALSE	NA
STK32B	4	protein	receptor, intracellular	receptor, intracellular	2	FALSE	OmniPath, ComPPI, scConnect, GO_Intercell	FALSE	NA
STK32C	10	protein	receptor, intracellular	receptor, intracellular	2	FALSE	scConnect, OmniPath, ComPPI, GO_Intercell	FALSE	NA
STK33	11	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell, scConnect	FALSE	NA
STK35	20	protein	intracellular, receptor, transmembrane	intracellular, receptor, transmembrane	3	TRUE	OmniPath, scConnect, LOCATE, UniProt, ComPPI, GO_Intercell	FALSE	NA
STK36	2	protein	receptor, intracellular, transmembrane	receptor, intracellular, transmembrane	3	TRUE	scConnect, ComPPI, OmniPath, UniProt, GO_Intercell, Ramilowski_location	FALSE	NA
STK38	6	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, scConnect, UniProt, ComPPI, GO_Intercell	FALSE	NA
STK38L	12	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, GO_Intercell, OmniPath, scConnect, UniProt	FALSE	NA
STK39	2	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI, LOCATE, scConnect	FALSE	NA
STK4	20	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, ComPPI, LOCATE, OmniPath, GO_Intercell, UniProt	FALSE	NA
STK40	1	protein	intracellular, transmembrane, receptor	intracellular, transmembrane, receptor, transmembrane_predicted	3	TRUE	GO_Intercell, ComPPI, OmniPath, UniProt, Ramilowski_location, scConnect, Phobius	FALSE	NA
STKLD1	9	protein	receptor, intracellular	receptor, intracellular	1	FALSE	OmniPath, scConnect, ComPPI	FALSE	NA
STMN1	1	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
STMN2	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
STMN3	20	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
STMN4	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
STMND1	6	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
STMP1	7	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
STN1	10	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
STOM	9	protein	transmembrane_phobius, transmembrane_tmhmm, intracellular, transmembrane, ion_channel, transmembrane_sosui, plasma_membrane, peripheral, transmembrane_predicted, transporter	transmembrane_predicted, intracellular, transmembrane, ion_channel, plasma_membrane, peripheral, transporter	4	TRUE	Almen2009, GO_Intercell, OmniPath, DGIdb, Ramilowski_location, UniProt, LOCATE, Phobius, ComPPI	FALSE	NA
STOML1	15	protein	intracellular, transmembrane_sosui, transmembrane, ion_channel, plasma_membrane, transmembrane_predicted, transporter, plasma_membrane_transmembrane, transmembrane_phobius, transmembrane_tmhmm	intracellular, transmembrane_predicted, transmembrane, ion_channel, plasma_membrane, transporter, plasma_membrane_transmembrane	6	TRUE	ComPPI, Almen2009, UniProt, DGIdb, OmniPath, LOCATE, GO_Intercell, Ramilowski_location, Phobius, Membranome	FALSE	NA
STOML2	9	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
STOML3	13	protein	intracellular, plasma_membrane, transmembrane, ion_channel, transmembrane_tmhmm, transmembrane_phobius, plasma_membrane_transmembrane, transmembrane_predicted, transporter	intracellular, plasma_membrane, transmembrane, ion_channel, transmembrane_predicted, plasma_membrane_transmembrane, transporter	6	TRUE	ComPPI, OmniPath, UniProt, Ramilowski_location, DGIdb, LOCATE, Almen2009, Phobius, Membranome	FALSE	NA
STON1	2	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
STON2	14	protein	intracellular, transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_sosui	intracellular, transmembrane_predicted, transmembrane	3	TRUE	ComPPI, Phobius, OmniPath, LOCATE, Almen2009, Ramilowski_location, GO_Intercell, UniProt	FALSE	NA
STOX1	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	TRUE	CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI
STOX2	4	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	FALSE	NA
STPG1	1	protein	intracellular	intracellular	2	FALSE	UniProt, GO_Intercell, OmniPath	FALSE	NA
STPG2	4	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
STPG3	9	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
STPG4	2	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
STRA6	15	protein	intracellular, receptor, peripheral, transferrin, transmembrane, cell_surface, plasma_membrane, extracellular, other_receptor_family, plasma_membrane_transmembrane	intracellular, receptor, peripheral, transmembrane, cell_surface, plasma_membrane, transmembrane_predicted, extracellular, plasma_membrane_transmembrane	11	TRUE	OmniPath, connectomeDB2020, HPMR, UniProt, CellCellInteractions, iTALK, CellPhoneDB, Ramilowski_location, Phobius, LOCATE, Cellinker, talklr, Baccin2019, LRdb, ComPPI, CellTalkDB, Ramilowski2015	FALSE	NA
STRA8	7	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
STRADA	17	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, LOCATE, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
STRADB	2	protein	intracellular, transmembrane, receptor	intracellular, transmembrane, receptor	3	TRUE	GO_Intercell, LOCATE, OmniPath, ComPPI, UniProt, scConnect	FALSE	NA
STRAP	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, LOCATE, UniProt, OmniPath	FALSE	NA
STRBP	9	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
STRIP1	1	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	GO_Intercell, UniProt, Ramilowski_location, ComPPI, OmniPath	FALSE	NA
STRIP2	7	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	UniProt, Ramilowski_location, ComPPI, OmniPath, GO_Intercell	FALSE	NA
STRN	2	protein	tight_junction, intracellular	tight_junction, intracellular	3	TRUE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
STRN3	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, ComPPI, OmniPath, UniProt	FALSE	NA
STRN4	19	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI, LOCATE	FALSE	NA
STT3A	11	protein	transmembrane, intracellular	transmembrane_predicted, transmembrane, intracellular	6	TRUE	Phobius, OmniPath, ComPPI, LOCATE, Ramilowski_location, GO_Intercell, UniProt, TopDB	FALSE	NA
STT3B	3	protein	transmembrane, intracellular, cell_surface	transmembrane, intracellular, cell_surface, transmembrane_predicted	5	TRUE	TopDB, OmniPath, UniProt, GO_Intercell, Ramilowski_location, Phobius, Surfaceome	FALSE	NA
STUB1	16	protein	plasma_membrane, intracellular, cell_adhesion, adhesion	plasma_membrane, intracellular, cell_adhesion, adhesion	3	TRUE	OmniPath, UniProt, Cellinker, ComPPI, LOCATE, GO_Intercell	FALSE	NA
STUM	1	protein	transmembrane	transmembrane, transmembrane_predicted	5	TRUE	OmniPath, UniProt, Phobius, Ramilowski_location, LOCATE	FALSE	NA
STX11	6	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, UniProt, GO_Intercell, ComPPI, Ramilowski_location	FALSE	NA
STX12	1	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	5	TRUE	UniProt, OmniPath, LOCATE, Phobius, ComPPI, GO_Intercell, Ramilowski_location	FALSE	NA
STX16	20	protein	intracellular, transmembrane, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius, transmembrane_tmhmm	intracellular, transmembrane, transmembrane_predicted	6	TRUE	ComPPI, GO_Intercell, Ramilowski_location, OmniPath, Phobius, Almen2009, UniProt, LOCATE	FALSE	NA
STX17	9	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	4	TRUE	GO_Intercell, Ramilowski_location, OmniPath, UniProt, ComPPI, Phobius	FALSE	NA
STX18	4	protein	transmembrane_sosui, transmembrane, intracellular, transmembrane_tmhmm, transmembrane_phobius, transmembrane_predicted	transmembrane_predicted, transmembrane, intracellular	6	TRUE	Almen2009, OmniPath, UniProt, Ramilowski_location, Phobius, LOCATE, GO_Intercell	FALSE	NA
